InteractionID	ComplexName	Entry1	Entry2	Class	E1;E2
4929	Parvulin-associated pre-rRNP complex	P68363	P97351	Interactors	P68363;P97351
4930	Parvulin-associated pre-rRNP complex	P68363	P97452	Interactors	P68363;P97452
4931	Parvulin-associated pre-rRNP complex	P68363	P99024	Interactors	P68363;P99024
4932	Parvulin-associated pre-rRNP complex	P68363	Q61656	Interactors	P68363;Q61656
4933	Parvulin-associated pre-rRNP complex	P68363	Q6DFW4	Interactors	P68363;Q6DFW4
4934	Parvulin-associated pre-rRNP complex	P68363	Q7TPV4	Interactors	P68363;Q7TPV4
4935	Parvulin-associated pre-rRNP complex	P68363	Q8K363	Interactors	P68363;Q8K363
4936	Parvulin-associated pre-rRNP complex	P68363	Q91VE6	Interactors	P68363;Q91VE6
4937	Parvulin-associated pre-rRNP complex	P68363	Q921N6	Interactors	P68363;Q921N6
4938	Parvulin-associated pre-rRNP complex	P68363	Q922K7	Interactors	P68363;Q922K7
4939	Parvulin-associated pre-rRNP complex	P68363	Q99LH1	Interactors	P68363;Q99LH1
4940	Parvulin-associated pre-rRNP complex	P68363	Q99ME9	Interactors	P68363;Q99ME9
4941	Parvulin-associated pre-rRNP complex	P68363	Q9BWT6	Interactors	P68363;Q9BWT6
4942	Parvulin-associated pre-rRNP complex	P68363	Q9CR57	Interactors	P68363;Q9CR57
4943	Parvulin-associated pre-rRNP complex	P68363	Q9CYH6	Interactors	P68363;Q9CYH6
4944	Parvulin-associated pre-rRNP complex	P68363	Q9CZM2	Interactors	P68363;Q9CZM2
4945	Parvulin-associated pre-rRNP complex	P68363	Q9D0I8	Interactors	P68363;Q9D0I8
4946	Parvulin-associated pre-rRNP complex	P68363	Q9D0R4	Interactors	P68363;Q9D0R4
4947	Parvulin-associated pre-rRNP complex	P68363	Q9D6Z1	Interactors	P68363;Q9D6Z1
4948	Parvulin-associated pre-rRNP complex	P68363	Q9D8E6	Interactors	P68363;Q9D8E6
4949	Parvulin-associated pre-rRNP complex	P68363	Q9D8N0	Interactors	P68363;Q9D8N0
4950	Parvulin-associated pre-rRNP complex	P68363	Q9D903	Interactors	P68363;Q9D903
4951	Parvulin-associated pre-rRNP complex	P68363	Q9DBE9	Interactors	P68363;Q9DBE9
4952	Parvulin-associated pre-rRNP complex	P68363	Q9EQ61	Interactors	P68363;Q9EQ61
4953	Parvulin-associated pre-rRNP complex	P68363	Q9ESV0	Interactors	P68363;Q9ESV0
4954	Parvulin-associated pre-rRNP complex	P68363	Q9JIK5	Interactors	P68363;Q9JIK5
4955	Parvulin-associated pre-rRNP complex	P68363	Q9JJ80	Interactors	P68363;Q9JJ80
4956	Parvulin-associated pre-rRNP complex	P68363	Q9JJA4	Interactors	P68363;Q9JJA4
4957	Parvulin-associated pre-rRNP complex	P68363	Q9NW13	Interactors	P68363;Q9NW13
4958	Parvulin-associated pre-rRNP complex	P68363	Q9ULW0	Interactors	P68363;Q9ULW0
4959	Parvulin-associated pre-rRNP complex	P68363	Q9Y237	Interactors	P68363;Q9Y237
4960	Parvulin-associated pre-rRNP complex	P84099	P97351	Interactors	P84099;P97351
4961	Parvulin-associated pre-rRNP complex	P84099	P97452	Interactors	P84099;P97452
4962	Parvulin-associated pre-rRNP complex	P84099	P99024	Interactors	P84099;P99024
4963	Parvulin-associated pre-rRNP complex	P84099	Q61656	Interactors	P84099;Q61656
4964	Parvulin-associated pre-rRNP complex	P84099	Q6DFW4	Interactors	P84099;Q6DFW4
4965	Parvulin-associated pre-rRNP complex	P84099	Q7TPV4	Interactors	P84099;Q7TPV4
4966	Parvulin-associated pre-rRNP complex	P84099	Q8K363	Interactors	P84099;Q8K363
4967	Parvulin-associated pre-rRNP complex	P84099	Q91VE6	Interactors	P84099;Q91VE6
4968	Parvulin-associated pre-rRNP complex	P84099	Q921N6	Interactors	P84099;Q921N6
4969	Parvulin-associated pre-rRNP complex	P84099	Q922K7	Interactors	P84099;Q922K7
4970	Parvulin-associated pre-rRNP complex	P84099	Q99LH1	Interactors	P84099;Q99LH1
4971	Parvulin-associated pre-rRNP complex	P84099	Q99ME9	Interactors	P84099;Q99ME9
4972	Parvulin-associated pre-rRNP complex	P84099	Q9BWT6	Interactors	P84099;Q9BWT6
4973	Parvulin-associated pre-rRNP complex	P84099	Q9CR57	Interactors	P84099;Q9CR57
4974	Parvulin-associated pre-rRNP complex	P84099	Q9CYH6	Interactors	P84099;Q9CYH6
4975	Parvulin-associated pre-rRNP complex	P84099	Q9CZM2	Interactors	P84099;Q9CZM2
4976	Parvulin-associated pre-rRNP complex	P84099	Q9D0I8	Interactors	P84099;Q9D0I8
4977	Parvulin-associated pre-rRNP complex	P84099	Q9D0R4	Interactors	P84099;Q9D0R4
4978	Parvulin-associated pre-rRNP complex	P84099	Q9D6Z1	Interactors	P84099;Q9D6Z1
4979	Parvulin-associated pre-rRNP complex	P84099	Q9D8E6	Interactors	P84099;Q9D8E6
4980	Parvulin-associated pre-rRNP complex	P84099	Q9D8N0	Interactors	P84099;Q9D8N0
4981	Parvulin-associated pre-rRNP complex	P84099	Q9D903	Interactors	P84099;Q9D903
4982	Parvulin-associated pre-rRNP complex	P84099	Q9DBE9	Interactors	P84099;Q9DBE9
4983	Parvulin-associated pre-rRNP complex	P84099	Q9EQ61	Interactors	P84099;Q9EQ61
4984	Parvulin-associated pre-rRNP complex	P84099	Q9ESV0	Interactors	P84099;Q9ESV0
4985	Parvulin-associated pre-rRNP complex	P84099	Q9JIK5	Interactors	P84099;Q9JIK5
4986	Parvulin-associated pre-rRNP complex	P84099	Q9JJ80	Interactors	P84099;Q9JJ80
4987	Parvulin-associated pre-rRNP complex	P84099	Q9JJA4	Interactors	P84099;Q9JJA4
4988	Parvulin-associated pre-rRNP complex	P84099	Q9NW13	Interactors	P84099;Q9NW13
4989	Parvulin-associated pre-rRNP complex	P84099	Q9ULW0	Interactors	P84099;Q9ULW0
4990	Parvulin-associated pre-rRNP complex	P84099	Q9Y237	Interactors	P84099;Q9Y237
4991	Parvulin-associated pre-rRNP complex	P97351	P97452	Interactors	P97351;P97452
4992	Parvulin-associated pre-rRNP complex	P97351	P99024	Interactors	P97351;P99024
4993	Parvulin-associated pre-rRNP complex	P97351	Q61656	Interactors	P97351;Q61656
4994	Parvulin-associated pre-rRNP complex	P97351	Q6DFW4	Interactors	P97351;Q6DFW4
4995	Parvulin-associated pre-rRNP complex	P97351	Q7TPV4	Interactors	P97351;Q7TPV4
4996	Parvulin-associated pre-rRNP complex	P97351	Q8K363	Interactors	P97351;Q8K363
4997	Parvulin-associated pre-rRNP complex	P97351	Q91VE6	Interactors	P97351;Q91VE6
4998	Parvulin-associated pre-rRNP complex	P97351	Q921N6	Interactors	P97351;Q921N6
4999	Parvulin-associated pre-rRNP complex	P97351	Q922K7	Interactors	P97351;Q922K7
5000	Parvulin-associated pre-rRNP complex	P97351	Q99LH1	Interactors	P97351;Q99LH1
5001	Parvulin-associated pre-rRNP complex	P97351	Q99ME9	Interactors	P97351;Q99ME9
5002	Parvulin-associated pre-rRNP complex	P97351	Q9BWT6	Interactors	P97351;Q9BWT6
5003	Parvulin-associated pre-rRNP complex	P97351	Q9CR57	Interactors	P97351;Q9CR57
5004	Parvulin-associated pre-rRNP complex	P97351	Q9CYH6	Interactors	P97351;Q9CYH6
5005	Parvulin-associated pre-rRNP complex	P97351	Q9CZM2	Interactors	P97351;Q9CZM2
5006	Parvulin-associated pre-rRNP complex	P97351	Q9D0I8	Interactors	P97351;Q9D0I8
5007	Parvulin-associated pre-rRNP complex	P97351	Q9D0R4	Interactors	P97351;Q9D0R4
5008	Parvulin-associated pre-rRNP complex	P97351	Q9D6Z1	Interactors	P97351;Q9D6Z1
5009	Parvulin-associated pre-rRNP complex	P97351	Q9D8E6	Interactors	P97351;Q9D8E6
5010	Parvulin-associated pre-rRNP complex	P97351	Q9D8N0	Interactors	P97351;Q9D8N0
5011	Parvulin-associated pre-rRNP complex	P97351	Q9D903	Interactors	P97351;Q9D903
5012	Parvulin-associated pre-rRNP complex	P97351	Q9DBE9	Interactors	P97351;Q9DBE9
5013	Parvulin-associated pre-rRNP complex	P97351	Q9EQ61	Interactors	P97351;Q9EQ61
5014	Parvulin-associated pre-rRNP complex	P97351	Q9ESV0	Interactors	P97351;Q9ESV0
5015	Parvulin-associated pre-rRNP complex	P97351	Q9JIK5	Interactors	P97351;Q9JIK5
5016	Parvulin-associated pre-rRNP complex	P97351	Q9JJ80	Interactors	P97351;Q9JJ80
5017	Parvulin-associated pre-rRNP complex	P97351	Q9JJA4	Interactors	P97351;Q9JJA4
5018	Parvulin-associated pre-rRNP complex	P97351	Q9NW13	Interactors	P97351;Q9NW13
5019	Parvulin-associated pre-rRNP complex	P97351	Q9ULW0	Interactors	P97351;Q9ULW0
5020	Parvulin-associated pre-rRNP complex	P97351	Q9Y237	Interactors	P97351;Q9Y237
5021	Parvulin-associated pre-rRNP complex	P97452	P99024	Interactors	P97452;P99024
5022	Parvulin-associated pre-rRNP complex	P97452	Q61656	Interactors	P97452;Q61656
5023	Parvulin-associated pre-rRNP complex	P97452	Q6DFW4	Interactors	P97452;Q6DFW4
5024	Parvulin-associated pre-rRNP complex	P97452	Q7TPV4	Interactors	P97452;Q7TPV4
5025	Parvulin-associated pre-rRNP complex	P97452	Q8K363	Interactors	P97452;Q8K363
5026	Parvulin-associated pre-rRNP complex	P97452	Q91VE6	Interactors	P97452;Q91VE6
5027	Parvulin-associated pre-rRNP complex	P97452	Q921N6	Interactors	P97452;Q921N6
5028	Parvulin-associated pre-rRNP complex	P97452	Q922K7	Interactors	P97452;Q922K7
5029	Parvulin-associated pre-rRNP complex	P97452	Q99LH1	Interactors	P97452;Q99LH1
5030	Parvulin-associated pre-rRNP complex	P97452	Q99ME9	Interactors	P97452;Q99ME9
5031	Parvulin-associated pre-rRNP complex	P97452	Q9BWT6	Interactors	P97452;Q9BWT6
5032	Parvulin-associated pre-rRNP complex	P97452	Q9CR57	Interactors	P97452;Q9CR57
5033	Parvulin-associated pre-rRNP complex	P97452	Q9CYH6	Interactors	P97452;Q9CYH6
5034	Parvulin-associated pre-rRNP complex	P97452	Q9CZM2	Interactors	P97452;Q9CZM2
5035	Parvulin-associated pre-rRNP complex	P97452	Q9D0I8	Interactors	P97452;Q9D0I8
5036	Parvulin-associated pre-rRNP complex	P97452	Q9D0R4	Interactors	P97452;Q9D0R4
5037	Parvulin-associated pre-rRNP complex	P97452	Q9D6Z1	Interactors	P97452;Q9D6Z1
5038	Parvulin-associated pre-rRNP complex	P97452	Q9D8E6	Interactors	P97452;Q9D8E6
5039	Parvulin-associated pre-rRNP complex	P97452	Q9D8N0	Interactors	P97452;Q9D8N0
5040	Parvulin-associated pre-rRNP complex	P97452	Q9D903	Interactors	P97452;Q9D903
5041	Parvulin-associated pre-rRNP complex	P97452	Q9DBE9	Interactors	P97452;Q9DBE9
5042	Parvulin-associated pre-rRNP complex	P97452	Q9EQ61	Interactors	P97452;Q9EQ61
5043	Parvulin-associated pre-rRNP complex	P97452	Q9ESV0	Interactors	P97452;Q9ESV0
5044	Parvulin-associated pre-rRNP complex	P97452	Q9JIK5	Interactors	P97452;Q9JIK5
5045	Parvulin-associated pre-rRNP complex	P97452	Q9JJ80	Interactors	P97452;Q9JJ80
5046	Parvulin-associated pre-rRNP complex	P97452	Q9JJA4	Interactors	P97452;Q9JJA4
5047	Parvulin-associated pre-rRNP complex	P97452	Q9NW13	Interactors	P97452;Q9NW13
5048	Parvulin-associated pre-rRNP complex	P97452	Q9ULW0	Interactors	P97452;Q9ULW0
5049	Parvulin-associated pre-rRNP complex	P97452	Q9Y237	Interactors	P97452;Q9Y237
5050	Parvulin-associated pre-rRNP complex	P99024	Q61656	Interactors	P99024;Q61656
5051	Parvulin-associated pre-rRNP complex	P99024	Q6DFW4	Interactors	P99024;Q6DFW4
5052	Parvulin-associated pre-rRNP complex	P99024	Q7TPV4	Interactors	P99024;Q7TPV4
5053	Parvulin-associated pre-rRNP complex	P99024	Q8K363	Interactors	P99024;Q8K363
5054	Parvulin-associated pre-rRNP complex	P99024	Q91VE6	Interactors	P99024;Q91VE6
5055	Parvulin-associated pre-rRNP complex	P99024	Q921N6	Interactors	P99024;Q921N6
5056	Parvulin-associated pre-rRNP complex	P99024	Q922K7	Interactors	P99024;Q922K7
5057	Parvulin-associated pre-rRNP complex	P99024	Q99LH1	Interactors	P99024;Q99LH1
5058	Parvulin-associated pre-rRNP complex	P99024	Q99ME9	Interactors	P99024;Q99ME9
5059	Parvulin-associated pre-rRNP complex	P99024	Q9BWT6	Interactors	P99024;Q9BWT6
5060	Parvulin-associated pre-rRNP complex	P99024	Q9CR57	Interactors	P99024;Q9CR57
5061	Parvulin-associated pre-rRNP complex	P99024	Q9CYH6	Interactors	P99024;Q9CYH6
5062	Parvulin-associated pre-rRNP complex	P99024	Q9CZM2	Interactors	P99024;Q9CZM2
5063	Parvulin-associated pre-rRNP complex	P99024	Q9D0I8	Interactors	P99024;Q9D0I8
5064	Parvulin-associated pre-rRNP complex	P99024	Q9D0R4	Interactors	P99024;Q9D0R4
5065	Parvulin-associated pre-rRNP complex	P99024	Q9D6Z1	Interactors	P99024;Q9D6Z1
5066	Parvulin-associated pre-rRNP complex	P99024	Q9D8E6	Interactors	P99024;Q9D8E6
5067	Parvulin-associated pre-rRNP complex	P99024	Q9D8N0	Interactors	P99024;Q9D8N0
5068	Parvulin-associated pre-rRNP complex	P99024	Q9D903	Interactors	P99024;Q9D903
5069	Parvulin-associated pre-rRNP complex	P99024	Q9DBE9	Interactors	P99024;Q9DBE9
5070	Parvulin-associated pre-rRNP complex	P99024	Q9EQ61	Interactors	P99024;Q9EQ61
5071	Parvulin-associated pre-rRNP complex	P99024	Q9ESV0	Interactors	P99024;Q9ESV0
5072	Parvulin-associated pre-rRNP complex	P99024	Q9JIK5	Interactors	P99024;Q9JIK5
5073	Parvulin-associated pre-rRNP complex	P99024	Q9JJ80	Interactors	P99024;Q9JJ80
5074	Parvulin-associated pre-rRNP complex	P99024	Q9JJA4	Interactors	P99024;Q9JJA4
5075	Parvulin-associated pre-rRNP complex	P99024	Q9NW13	Interactors	P99024;Q9NW13
5076	Parvulin-associated pre-rRNP complex	P99024	Q9ULW0	Interactors	P99024;Q9ULW0
5077	Parvulin-associated pre-rRNP complex	P99024	Q9Y237	Interactors	P99024;Q9Y237
5078	Parvulin-associated pre-rRNP complex	Q61656	Q6DFW4	Interactors	Q61656;Q6DFW4
5079	Parvulin-associated pre-rRNP complex	Q61656	Q7TPV4	Interactors	Q61656;Q7TPV4
5080	Parvulin-associated pre-rRNP complex	Q61656	Q8K363	Interactors	Q61656;Q8K363
5081	Parvulin-associated pre-rRNP complex	Q61656	Q91VE6	Interactors	Q61656;Q91VE6
5082	Parvulin-associated pre-rRNP complex	Q61656	Q921N6	Interactors	Q61656;Q921N6
5083	Parvulin-associated pre-rRNP complex	Q61656	Q922K7	Interactors	Q61656;Q922K7
5084	Parvulin-associated pre-rRNP complex	Q61656	Q99LH1	Interactors	Q61656;Q99LH1
5085	Parvulin-associated pre-rRNP complex	Q61656	Q99ME9	Interactors	Q61656;Q99ME9
5086	Parvulin-associated pre-rRNP complex	Q61656	Q9BWT6	Interactors	Q61656;Q9BWT6
5087	Parvulin-associated pre-rRNP complex	Q61656	Q9CR57	Interactors	Q61656;Q9CR57
5088	Parvulin-associated pre-rRNP complex	Q61656	Q9CYH6	Interactors	Q61656;Q9CYH6
5089	Parvulin-associated pre-rRNP complex	Q61656	Q9CZM2	Interactors	Q61656;Q9CZM2
5090	Parvulin-associated pre-rRNP complex	Q61656	Q9D0I8	Interactors	Q61656;Q9D0I8
5091	Parvulin-associated pre-rRNP complex	Q61656	Q9D0R4	Interactors	Q61656;Q9D0R4
5092	Parvulin-associated pre-rRNP complex	Q61656	Q9D6Z1	Interactors	Q61656;Q9D6Z1
5093	Parvulin-associated pre-rRNP complex	Q61656	Q9D8E6	Interactors	Q61656;Q9D8E6
5094	Parvulin-associated pre-rRNP complex	Q61656	Q9D8N0	Interactors	Q61656;Q9D8N0
5095	Parvulin-associated pre-rRNP complex	Q61656	Q9D903	Interactors	Q61656;Q9D903
5096	Parvulin-associated pre-rRNP complex	Q61656	Q9DBE9	Interactors	Q61656;Q9DBE9
5097	Parvulin-associated pre-rRNP complex	Q61656	Q9EQ61	Interactors	Q61656;Q9EQ61
5098	Parvulin-associated pre-rRNP complex	Q61656	Q9ESV0	Interactors	Q61656;Q9ESV0
5099	Parvulin-associated pre-rRNP complex	Q61656	Q9JIK5	Interactors	Q61656;Q9JIK5
5100	Parvulin-associated pre-rRNP complex	Q61656	Q9JJ80	Interactors	Q61656;Q9JJ80
5101	Parvulin-associated pre-rRNP complex	Q61656	Q9JJA4	Interactors	Q61656;Q9JJA4
5102	Parvulin-associated pre-rRNP complex	Q61656	Q9NW13	Interactors	Q61656;Q9NW13
5103	Parvulin-associated pre-rRNP complex	Q61656	Q9ULW0	Interactors	Q61656;Q9ULW0
5104	Parvulin-associated pre-rRNP complex	Q61656	Q9Y237	Interactors	Q61656;Q9Y237
5105	Parvulin-associated pre-rRNP complex	Q6DFW4	Q7TPV4	Interactors	Q6DFW4;Q7TPV4
5106	Parvulin-associated pre-rRNP complex	Q6DFW4	Q8K363	Interactors	Q6DFW4;Q8K363
5107	Parvulin-associated pre-rRNP complex	Q6DFW4	Q91VE6	Interactors	Q6DFW4;Q91VE6
5108	Parvulin-associated pre-rRNP complex	Q6DFW4	Q921N6	Interactors	Q6DFW4;Q921N6
5109	Parvulin-associated pre-rRNP complex	Q6DFW4	Q922K7	Interactors	Q6DFW4;Q922K7
5110	Parvulin-associated pre-rRNP complex	Q6DFW4	Q99LH1	Interactors	Q6DFW4;Q99LH1
5111	Parvulin-associated pre-rRNP complex	Q6DFW4	Q99ME9	Interactors	Q6DFW4;Q99ME9
5112	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9BWT6	Interactors	Q6DFW4;Q9BWT6
5113	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9CR57	Interactors	Q6DFW4;Q9CR57
5114	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9CYH6	Interactors	Q6DFW4;Q9CYH6
5115	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9CZM2	Interactors	Q6DFW4;Q9CZM2
5116	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9D0I8	Interactors	Q6DFW4;Q9D0I8
5117	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9D0R4	Interactors	Q6DFW4;Q9D0R4
5118	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9D6Z1	Interactors	Q6DFW4;Q9D6Z1
5119	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9D8E6	Interactors	Q6DFW4;Q9D8E6
5120	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9D8N0	Interactors	Q6DFW4;Q9D8N0
5121	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9D903	Interactors	Q6DFW4;Q9D903
5122	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9DBE9	Interactors	Q6DFW4;Q9DBE9
5123	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9EQ61	Interactors	Q6DFW4;Q9EQ61
5124	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9ESV0	Interactors	Q6DFW4;Q9ESV0
5125	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9JIK5	Interactors	Q6DFW4;Q9JIK5
5126	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9JJ80	Interactors	Q6DFW4;Q9JJ80
5127	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9JJA4	Interactors	Q6DFW4;Q9JJA4
5128	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9NW13	Interactors	Q6DFW4;Q9NW13
5129	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9ULW0	Interactors	Q6DFW4;Q9ULW0
5130	Parvulin-associated pre-rRNP complex	Q6DFW4	Q9Y237	Interactors	Q6DFW4;Q9Y237
5131	Parvulin-associated pre-rRNP complex	Q7TPV4	Q8K363	Interactors	Q7TPV4;Q8K363
5132	Parvulin-associated pre-rRNP complex	Q7TPV4	Q91VE6	Interactors	Q7TPV4;Q91VE6
5133	Parvulin-associated pre-rRNP complex	Q7TPV4	Q921N6	Interactors	Q7TPV4;Q921N6
5134	Parvulin-associated pre-rRNP complex	Q7TPV4	Q922K7	Interactors	Q7TPV4;Q922K7
5135	Parvulin-associated pre-rRNP complex	Q7TPV4	Q99LH1	Interactors	Q7TPV4;Q99LH1
5136	Parvulin-associated pre-rRNP complex	Q7TPV4	Q99ME9	Interactors	Q7TPV4;Q99ME9
5137	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9BWT6	Interactors	Q7TPV4;Q9BWT6
5138	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9CR57	Interactors	Q7TPV4;Q9CR57
5139	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9CYH6	Interactors	Q7TPV4;Q9CYH6
5140	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9CZM2	Interactors	Q7TPV4;Q9CZM2
5141	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9D0I8	Interactors	Q7TPV4;Q9D0I8
5142	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9D0R4	Interactors	Q7TPV4;Q9D0R4
5143	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9D6Z1	Interactors	Q7TPV4;Q9D6Z1
5144	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9D8E6	Interactors	Q7TPV4;Q9D8E6
5145	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9D8N0	Interactors	Q7TPV4;Q9D8N0
5146	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9D903	Interactors	Q7TPV4;Q9D903
5147	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9DBE9	Interactors	Q7TPV4;Q9DBE9
5148	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9EQ61	Interactors	Q7TPV4;Q9EQ61
5149	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9ESV0	Interactors	Q7TPV4;Q9ESV0
5150	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9JIK5	Interactors	Q7TPV4;Q9JIK5
5151	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9JJ80	Interactors	Q7TPV4;Q9JJ80
5152	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9JJA4	Interactors	Q7TPV4;Q9JJA4
5153	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9NW13	Interactors	Q7TPV4;Q9NW13
5154	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9ULW0	Interactors	Q7TPV4;Q9ULW0
5155	Parvulin-associated pre-rRNP complex	Q7TPV4	Q9Y237	Interactors	Q7TPV4;Q9Y237
5156	Parvulin-associated pre-rRNP complex	Q8K363	Q91VE6	Interactors	Q8K363;Q91VE6
5157	Parvulin-associated pre-rRNP complex	Q8K363	Q921N6	Interactors	Q8K363;Q921N6
5158	Parvulin-associated pre-rRNP complex	Q8K363	Q922K7	Interactors	Q8K363;Q922K7
5159	Parvulin-associated pre-rRNP complex	Q8K363	Q99LH1	Interactors	Q8K363;Q99LH1
5160	Parvulin-associated pre-rRNP complex	Q8K363	Q99ME9	Interactors	Q8K363;Q99ME9
5161	Parvulin-associated pre-rRNP complex	Q8K363	Q9BWT6	Interactors	Q8K363;Q9BWT6
5162	Parvulin-associated pre-rRNP complex	Q8K363	Q9CR57	Interactors	Q8K363;Q9CR57
5163	Parvulin-associated pre-rRNP complex	Q8K363	Q9CYH6	Interactors	Q8K363;Q9CYH6
5164	Parvulin-associated pre-rRNP complex	Q8K363	Q9CZM2	Interactors	Q8K363;Q9CZM2
5165	Parvulin-associated pre-rRNP complex	Q8K363	Q9D0I8	Interactors	Q8K363;Q9D0I8
5166	Parvulin-associated pre-rRNP complex	Q8K363	Q9D0R4	Interactors	Q8K363;Q9D0R4
5167	Parvulin-associated pre-rRNP complex	Q8K363	Q9D6Z1	Interactors	Q8K363;Q9D6Z1
5168	Parvulin-associated pre-rRNP complex	Q8K363	Q9D8E6	Interactors	Q8K363;Q9D8E6
5169	Parvulin-associated pre-rRNP complex	Q8K363	Q9D8N0	Interactors	Q8K363;Q9D8N0
5170	Parvulin-associated pre-rRNP complex	Q8K363	Q9D903	Interactors	Q8K363;Q9D903
5171	Parvulin-associated pre-rRNP complex	Q8K363	Q9DBE9	Interactors	Q8K363;Q9DBE9
5172	Parvulin-associated pre-rRNP complex	Q8K363	Q9EQ61	Interactors	Q8K363;Q9EQ61
5173	Parvulin-associated pre-rRNP complex	Q8K363	Q9ESV0	Interactors	Q8K363;Q9ESV0
5174	Parvulin-associated pre-rRNP complex	Q8K363	Q9JIK5	Interactors	Q8K363;Q9JIK5
5175	Parvulin-associated pre-rRNP complex	Q8K363	Q9JJ80	Interactors	Q8K363;Q9JJ80
5176	Parvulin-associated pre-rRNP complex	Q8K363	Q9JJA4	Interactors	Q8K363;Q9JJA4
5177	Parvulin-associated pre-rRNP complex	Q8K363	Q9NW13	Interactors	Q8K363;Q9NW13
5178	Parvulin-associated pre-rRNP complex	Q8K363	Q9ULW0	Interactors	Q8K363;Q9ULW0
5179	Parvulin-associated pre-rRNP complex	Q8K363	Q9Y237	Interactors	Q8K363;Q9Y237
5180	Parvulin-associated pre-rRNP complex	Q91VE6	Q921N6	Interactors	Q91VE6;Q921N6
5181	Parvulin-associated pre-rRNP complex	Q91VE6	Q922K7	Interactors	Q91VE6;Q922K7
5182	Parvulin-associated pre-rRNP complex	Q91VE6	Q99LH1	Interactors	Q91VE6;Q99LH1
5183	Parvulin-associated pre-rRNP complex	Q91VE6	Q99ME9	Interactors	Q91VE6;Q99ME9
5184	Parvulin-associated pre-rRNP complex	Q91VE6	Q9BWT6	Interactors	Q91VE6;Q9BWT6
5185	Parvulin-associated pre-rRNP complex	Q91VE6	Q9CR57	Interactors	Q91VE6;Q9CR57
5186	Parvulin-associated pre-rRNP complex	Q91VE6	Q9CYH6	Interactors	Q91VE6;Q9CYH6
5187	Parvulin-associated pre-rRNP complex	Q91VE6	Q9CZM2	Interactors	Q91VE6;Q9CZM2
5188	Parvulin-associated pre-rRNP complex	Q91VE6	Q9D0I8	Interactors	Q91VE6;Q9D0I8
5189	Parvulin-associated pre-rRNP complex	Q91VE6	Q9D0R4	Interactors	Q91VE6;Q9D0R4
5190	Parvulin-associated pre-rRNP complex	Q91VE6	Q9D6Z1	Interactors	Q91VE6;Q9D6Z1
5191	Parvulin-associated pre-rRNP complex	Q91VE6	Q9D8E6	Interactors	Q91VE6;Q9D8E6
5192	Parvulin-associated pre-rRNP complex	Q91VE6	Q9D8N0	Interactors	Q91VE6;Q9D8N0
5193	Parvulin-associated pre-rRNP complex	Q91VE6	Q9D903	Interactors	Q91VE6;Q9D903
5194	Parvulin-associated pre-rRNP complex	Q91VE6	Q9DBE9	Interactors	Q91VE6;Q9DBE9
5195	Parvulin-associated pre-rRNP complex	Q91VE6	Q9EQ61	Interactors	Q91VE6;Q9EQ61
5196	Parvulin-associated pre-rRNP complex	Q91VE6	Q9ESV0	Interactors	Q91VE6;Q9ESV0
5197	Parvulin-associated pre-rRNP complex	Q91VE6	Q9JIK5	Interactors	Q91VE6;Q9JIK5
5198	Parvulin-associated pre-rRNP complex	Q91VE6	Q9JJ80	Interactors	Q91VE6;Q9JJ80
5199	Parvulin-associated pre-rRNP complex	Q91VE6	Q9JJA4	Interactors	Q91VE6;Q9JJA4
5200	Parvulin-associated pre-rRNP complex	Q91VE6	Q9NW13	Interactors	Q91VE6;Q9NW13
