Uniprot ID	F1.mitosis.intensity.mean	F2.mitosis.intensity.mean	F3.mitosis.intensity.mean	F4.mitosis.intensity.mean	F5.mitosis.intensity.mean	F6.mitosis.intensity.mean	F7.mitosis.intensity.mean	F8.mitosis.intensity.mean	F9.mitosis.intensity.mean	F10.mitosis.intensity.mean	F11.mitosis.intensity.mean	F12.mitosis.intensity.mean	F13.mitosis.intensity.mean	F14.mitosis.intensity.mean	F15.mitosis.intensity.mean	F16.mitosis.intensity.mean	F17.mitosis.intensity.mean	F18.mitosis.intensity.mean	F19.mitosis.intensity.mean	F20.mitosis.intensity.mean	F21.mitosis.intensity.mean	F22.mitosis.intensity.mean	F23.mitosis.intensity.mean	F24.mitosis.intensity.mean	F25.mitosis.intensity.mean	F26.mitosis.intensity.mean	F27.mitosis.intensity.mean	F28.mitosis.intensity.mean	F29.mitosis.intensity.mean	F30.mitosis.intensity.mean	F31.mitosis.intensity.mean	F32.mitosis.intensity.mean	F33.mitosis.intensity.mean	F34.mitosis.intensity.mean	F35.mitosis.intensity.mean	F36.mitosis.intensity.mean	F37.mitosis.intensity.mean	F38.mitosis.intensity.mean	F39.mitosis.intensity.mean	F40.mitosis.intensity.mean	F41.mitosis.intensity.mean	F42.mitosis.intensity.mean	F43.mitosis.intensity.mean	F44.mitosis.intensity.mean	F45.mitosis.intensity.mean	F46.mitosis.intensity.mean	F47.mitosis.intensity.mean	F48.mitosis.intensity.mean	F49.mitosis.intensity.mean	F50.mitosis.intensity.mean	F51.mitosis.intensity.mean	F52.mitosis.intensity.mean	F53.mitosis.intensity.mean	F54.mitosis.intensity.mean	F55.mitosis.intensity.mean	F56.mitosis.intensity.mean	F57.mitosis.intensity.mean	F58.mitosis.intensity.mean	F59.mitosis.intensity.mean	F60.mitosis.intensity.mean	F61.mitosis.intensity.mean	F62.mitosis.intensity.mean	F63.mitosis.intensity.mean	F64.mitosis.intensity.mean	F65.mitosis.intensity.mean
P30084	119520.012	247029.5977	299256.0637	422302.1537	280137.4723	250243.0081	171353.372	120126.9188	103306.9427	115780.2138	99556.16919	95210.55344	86838.78292	83898.07819	86354.90141	68277.20885	59017.9278	50205.14314	50026.22764	45104.09604	48617.90807	47650.67019	42915.37732	50276.17351	44960.05417	41403.53868	33907.563	23081.88739	19876.77939	21320.79494	29731.50717	22520.24503	5515.834417	4296.638663	0	0	0	0	14208.72897	149686.4038	1401508.973	6558430.161	11423672.76	8227078.839	3122278.282	1066436.777	673797.9362	429040.8268	178129.7696	166135.4956	190546.86	168790.6901	144254.6578	100993.1883	113790.389	85558.278	61023.89046	99968.00712	39831.4421	34281.82767	28328.13918	27872.54741	27178.91897	24038.83377	26701.25998
P30085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12585.99258	217496.2478	1816913.216	5366224.425	4854807.251	1944123.444	437378.7452	274462.8763	126578.5732	80795.28721	108984.7432	604711.2163	51795.49858	47034.00198	466118.2963	23120.10257	18603.25903	14658.06274
P30086	0	0	0	0	0	0	0	0	0	0	0	31097.42759	27545.0876	68575.71419	48705.00945	0	0	0	0	0	0	0	0	0	0	0	33568.85665	17291.44954	15327.15843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188327.9635	2258418.914	15328503.2	27191921.6	15534086.28	4410634.832	1629625.116	910090.3088	796963.3899	518325.9205	493289.7929	366574.7004	288062.1354	209280.3879	163947.9912
P30101	211771.2301	483775.9223	626258.8526	780959.7149	756009.6613	722026.068	717167.9956	609859.2322	500704.245	465180.3401	440170.5837	404623.1816	341420.6409	309759.5879	278326.9931	246372.4841	228536.915	167560.365	161980.1851	152530.8219	142561.8083	148887.333	140189.2454	154605.0512	146744.2492	150160.7534	158821.2267	163550.1438	157201.6681	223770.945	236638.7162	274874.0809	346461.5885	471230.0253	850969.7089	990314.7955	1109632.027	828237.6469	704921.9299	769069.0745	1090846.248	1983320.351	8680611.924	31673191.39	50614255.76	35246648.13	12527650.15	3331726.449	1825404.438	1367762.141	1011092.62	878298.4844	743777.3356	595816.4384	549021.479	437731.7191	341585.3075	1668819.727	257487.9165	239743.5792	220573.7062	147187.7246	133478.6325	130124.523	98882.26079
P30153	165717.0951	337448.6599	418197.5253	433694.5978	423545.1245	472078.8835	468081.7197	463464.8168	424730.7737	413616.8109	430208.4775	404215.5162	359934.8151	347365.0833	342708.9724	320880.9632	309517.5542	318106.7861	357303.6238	345656.2454	326903.8307	300015.746	315260.7835	309671.5753	427616.8533	356444.9658	323525.2702	308468.4308	316875.7383	346135.7462	324271.1754	391492.5305	467673.0469	610653.4721	1084136.196	2004701.376	3854948.928	4881400.419	4281763.777	2457716.867	1318086.374	656105.1826	215455.9249	111424.0129	96434.81116	141772.6939	101411.0129	55233.85369	62431.7156	42243.70153	51125.51819	31653.15555	24664.3111	43717.66097	36873.87099	34951.8822	31678.56686	47333.97247	33812.15176	31319.52793	40204.67224	40288.92751	39108.57431	40535.17909	29520.83434
P30154	8364.091438	23862.66867	37363.23319	44927.42968	56198.41182	62765.64014	57852.69926	56730.01653	50695.05838	48301.3588	51251.49001	48097.31955	39503.75653	36189.81258	36533.41786	32972.34825	28810.37993	26262.118	20732.23756	18486.32041	12851.46424	12854.76463	12527.80759	12981.75808	12057.43499	12234.75566	2371.45257	0	4773.048864	8476.475723	6486.924553	7018.250372	7617.982593	8760.896891	16058.11362	37974.9699	57047.02123	57880.82506	41228.82763	16968.07865	4912.712796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30260	58941.28717	110591.0098	145725.1958	176069.9132	154847.2718	186025.7969	207729.2506	196938.0415	234051.5155	300764.4207	340839.9002	365199.6753	366055.0489	284685.7028	248880.0084	198496.3629	132036.103	98202.85541	73625.45956	78566.52581	68684.62747	65136.33271	69920.70997	66220.85267	64245.3325	74391.55427	91633.76326	103322.8033	94253.50358	85403.52351	38699.41359	19870.6483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4200.543109	74711.74263	83667.63855	107558.509	143970.2549	126620.4657	122847.5097	72920.2086	22954.58874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60562.95497	502357.6538	1933576.867	3333242.486	3640143.221	1325685.038	834270.5062	349627.1421	226784.6221	190489.212	147876.582	125108.4567	106104.5484
P30419	12149.47859	9550.555771	7748.873027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5162.57199	88820.19122	139615.4825	275507.0406	282561.4596	486807.5262	1264434.504	1273376.337	1125689.104	687566.8409	457386.7278	356002.5184	322506.4859	255677.7882	174883.5273	167679.7719	164778.3324	230367.0025	362179.0397	458032.7494	461269.6351	417932.1313	474187.9898	460832.8684	417413.1787	301694.7402	204494.4232	169791.1149	124785.544	98599.47702	75492.2359	54529.09754	42777.32043	79673.62712	100698.2025	111332.7145	89988.04943	87887.1297	112831.2843	89735.08335	89751.95608	50357.15213
P30519	94537.95061	235810.3373	378092.3825	422400.5894	486459.7054	504778.7886	541999.2436	500131.1693	472545.8909	372415.7318	413118.6834	353431.95	306919.0128	299483.3261	293843.0722	205671.7032	174411.3344	116649.039	83595.27717	52673.88515	14680.57319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14221.16894	23595.65288	2736.153934	1878.714798	8337.831411	24198.0139	21017.70325	434360.9746	2728044.865	6022602.534	5771007.473	2358114.707	718873.2905	289314.1703	169523.4231	147525.9144	135370.4952	115371.1968	101932.1773	76602.44267	73008.46315	32808.63666	27098.5696	127850.4833	25822.79466	8645.03059	5839.787676	7521.950872	2554.765451	3025.841291	2842.376787
P30530	90049.50525	159966.8718	179911.4963	206263.0895	199090.5997	199232.388	189880.4578	157172.1232	123390.7087	126302.3637	120616.7549	114269.6592	94515.76335	92049.56842	77397.56336	73667.22837	58505.93585	52586.20856	46012.35805	41233.86478	30338.64046	32074.76399	30828.98862	17576.77712	16734.50332	10909.70356	10860.93524	7711.21691	14376.94761	16564.64513	13394.66588	6336.766897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30533	86724.50713	192722.0551	234461.0846	246092.6508	230323.4274	218812.8858	202769.1846	140738.306	132307.5251	127585.2458	100708.2624	96363.72846	76469.45245	82488.6868	60441.99541	38146.1571	43548.45436	19803.77277	27626.5811	23673.07236	21177.00657	14147.00946	6833.971597	5660.62333	8373.134673	9747.719676	12862.63985	13080.84406	11536.73167	19671.52056	17105.75032	22057.50014	22240.46553	20157.00267	29298.85997	28635.06909	26004.49371	24938.4343	24796.59488	28188.66696	33356.86361	24181.05952	101186.3714	238733.9764	823284.8937	1214399.635	775962.7972	476117.2466	236956.0533	142993.5201	92351.08722	77029.91736	65360.00145	71624.68671	62645.21163	51379.85155	35472.096	33237.97023	16853.22898	21958.56935	22429.02962	26032.90213	22349.54424	23789.83046	7541.622339
P30566	0	0	0	0	0	0	0	3033.423361	2585.33349	3051.359312	2812.783264	4921.83148	6607.331528	0	0	0	0	0	0	0	0	0	0	11291.97171	40739.80258	19558.44768	4023.37989	7835.898094	9946.977974	14012.03212	13026.36466	17742.12646	25494.16201	25499.74716	24276.84312	37245.42753	532655.4766	2609856.872	5756316.934	5182669.895	2065217.684	684389.0176	313493.4338	203736.3379	107188.5343	27497.94785	22819.14144	36807.90622	33943.59996	31004.88038	26887.28227	20101.90586	15808.03444	13469.88421	22837.58173	16933.44484	14049.95327	16995.06673	7516.247789	4906.052655	8627.856602	7990.894838	8754.752459	9319.766797	4696.239681
P30622	45195.20728	16812.9208	13217.98313	12698.40514	75573.83108	61003.75997	93621.18951	87841.2932	182498.9625	482662.9235	686881.381	483583.3681	224514.6835	83179.94239	36808.06932	17854.84073	14149.02626	8532.299164	7216.64454	8869.472042	2091.178851	0	0	0	0	0	14937.94577	17550.34468	24547.97637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28014.98175	54397.27399	169144.1312	193164.431	122637.6017	39875.07429	40677.84753	31910.3719	24626.30624	15278.16382	4248.403975	3844.908103	0	0	0	0	0	0	0	0
P30626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6320.642208	12964.08463	23827.1179	65760.64188	17991.2658	8837.906309	8751.324629	0	0	25772.65224	40720.64334	111294.2487	141051.2805	362990.2651	2540295.212	12338943.11	21754523.46	15503050.15	5359184.233	1786713.641	1041752.843	675346.5914	526044.4579	329811.0275	325780.2305	228923.1207	234228.3314	284453.6242	134735.1912	120727.196	57040.53869
P30711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18066.75961	165051.9125	338493.0751	317694.6952	157736.8908	61013.34677	40318.78741	9261.497114	5350.354604	10511.5811	6289.077711	2605.393598	4321.343845	4105.969707	0	0	0	0	0
P30740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4870.77883	12612.79277	386009.965	1560743.729	2772293.776	1828827.17	575704.9444	235862.154	124088.7175	90118.97901	69201.72564	69038.98221	45407.26052	45151.41944	37186.15801	32471.13876	42607.8455	20285.98909	17613.92761	12078.71436
P30825	156921.1396	394790.6644	807054.0735	760432.1405	549947.6037	586254.4643	561711.4876	472805.3396	408648.6369	401772.6661	366515.7664	348999.2801	304033.246	290358.7442	264688.6217	202861.8768	175950.0252	143820.9741	126869.9305	105543.1346	96729.7642	94701.87769	79325.10882	48087.957	27287.42444	15757.78354	7137.847716	8027.848113	0	14200.39774	13407.51997	12739.1327	11333.85597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2929.296007	2610.650655	2374.529233	1493.225601	0	0	0	1442.550885	4714.649431	4707.383067	6375.251199	3328.041703
P30837	43806.92937	77634.84117	84867.96002	70670.57654	80613.70223	80353.19663	79114.41026	68615.38131	58131.25047	56284.40694	55165.53843	100958.617	102872.2	91753.80807	74624.76813	66928.52286	59504.20019	40055.33628	36826.56276	25249.45095	36039.77069	45038.35814	37443.15496	42653.21101	110167.1142	93605.36346	34382.11924	32767.95811	47625.62634	57993.76301	61849.09772	71399.95514	76675.52663	85631.50986	103528.7529	111911.2741	204072.9804	797508.9549	3747754.754	8829010.875	9005881.225	4375449.917	1006279.765	381020.0295	388696.0354	306962.4775	215786.6808	110897.471	93623.32598	106246.5928	107027.2028	87947.86909	72487.78503	49614.11361	54815.97777	34722.29818	46783.94005	56922.27788	36419.36525	30099.13189	29206.78156	27602.81999	28426.1635	24942.09634	18342.45258
P30838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50409.08972	47983.67902	48937.9261	43441.94704	22019.34617	10248.04677	19519.65083	20699.68928	39846.86448	30153.04019	36964.08099	42642.13924	34143.51932	43912.43064	43744.02003	77380.78046	267189.6502	829472.9195	2125411.107	2746591.849	2513709.12	1319770.533	290237.993	136344.4856	88942.17923	60040.70854	44333.86737	44168.03843	43682.32325	32731.16011	15015.99008	64026.53061	10852.31733	14149.12721	4528.807452	4541.720096	3423.445067	2129.332917	2678.953725
P30876	48529.55553	91359.10956	104216.4775	104566.7242	89446.92753	93170.37363	91834.07976	86617.96873	74765.25634	76816.0058	80859.09722	77046.4804	75452.342	71372.11953	74429.15757	81966.16599	82963.62781	95091.54523	112345.7953	116598.2056	107765.5831	102010.9159	95422.3538	86406.07479	103465.9003	201641.1532	278741.6147	283523.4278	194770.2318	104390.7639	87731.22188	66802.37299	63066.18689	46674.14989	34112.84191	41182.39091	35310.15197	16191.6188	7210.076348	5997.162302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31040	197171.5523	377761.7642	489598.3845	629201.0898	601757.1697	614954.4242	650076.5252	577159.0427	516880.1706	497642.1442	536346.8921	453297.2066	447233.3012	393830.371	366152.7733	268024.7484	210882.2953	185121.3022	166859.8652	149070.0336	126049.3766	132487.1553	114440.155	86413.27622	65409.2969	45386.38813	43291.32204	37118.9367	20918.85769	45400.84578	25265.91305	26049.04767	24651.38981	23645.42432	44323.83511	50543.86391	51712.89798	48882.06186	84464.49456	84069.27755	51240.54524	65252.71971	94991.91432	187330.3694	908078.095	2967551.301	3141607.066	1880338.653	697892.7482	275693.0801	161193.3938	125378.4716	97540.9419	100934.9712	35354.35055	34555.26828	42602.43095	117551.7365	50272.88692	69983.69537	29569.03842	30799.44068	16952.48648	19969.05387	16778.72014
P31150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7428.898469	177858.2299	758753.52	1660398.119	2607315.561	3458161.838	2302541.539	996514.6321	249121.4557	116308.5637	141656.318	128525.3935	155442.7396	60322.51383	28648.7714	25076.71935	46564.56748	16369.2637	15319.97354	0	0	4703.000386	2620.120916	189.4035116
P31153	4921.777396	10506.70678	10747.77723	8822.166097	7212.10136	0	0	0	0	0	0	7121.781619	10811.85018	7838.187094	0	0	0	0	6066.437589	5394.964589	5909.709262	0	0	56577.04603	91454.52167	45609.88386	0	0	13211.47615	28038.37108	28858.98347	85182.22824	307214.6858	1369016.65	3775752.062	5448187.625	6293818.254	6091932.025	5213594.965	4525251.95	3251449.156	1815785.036	1389111.218	746099.7586	686916.5285	1024698.398	1401427.113	695686.8191	360777.5731	220472.1213	145981.4939	110222.8529	97319.02309	83939.4492	80567.0407	62966.80603	44157.90753	98087.18471	21753.64559	27181.16303	18902.72989	25102.04804	22176.6295	19402.13762	15332.24432
P31321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29324.59527	88345.30828	195221.6302	204462.6358	141350.8553	84392.01606	63951.73679	40853.17033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31327	82924.06617	127342.4013	150854.8391	143442.9732	145579.2111	171568.8757	182395.0205	159019.7506	124744.6601	153009.0664	172185.2467	166667.4026	163911.5769	165211.3383	155879.4436	166632.5201	155043.0461	136489.6967	142986.505	119942.1286	119318.5067	109857.2829	98111.69201	90435.79615	95472.26168	98951.36327	112638.7922	110332.3922	118420.4006	157324.899	251710.8314	236492.2093	444680.7953	675343.1479	699445.3865	452806.6636	447433.2459	652551.0884	2749028.133	14442401.14	34502053.63	36649078.24	25948008.24	8580109.682	3389568.302	1862584.649	646897.5921	436951.5742	531237.3101	456029.8088	467607.2398	436252.7732	337783.0975	273763.8043	230314.6316	199168.256	168056.6696	229315.5312	122428.0082	100517.7575	70550.50974	90708.10085	68645.83943	72416.68646	48731.61919
P31350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31431	85884.06159	176820.2103	237238.6288	243737.7526	233348.8612	236895.1672	226189.1078	217406.0381	137404.6562	122580.6593	132075.0218	106530.4095	101447.5119	90298.9194	86697.17742	71697.62701	44857.42596	26678.3715	25428.30303	13855.58126	15906.7669	9702.237291	10678.94043	10994.79146	12298.33586	11628.29829	12999.63206	12531.18984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6363.128961	26544.42916	33519.04551	28245.81334	36372.92705	88352.17044	99322.68327	100498.1187	116237.3708	228980.7336	337763.6295	292117.9533	206363.2693	114973.9722	39783.48482	5778.448984	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31641	63501.37325	114471.879	156265.5482	187170.9593	165144.3651	172490.6123	170978.8195	159100.6617	118659.4461	104142.4036	104066.6208	97254.80138	76309.47194	78368.25094	37834.1844	23192.34301	19062.49044	16377.5329	16078.02436	6667.20345	5490.49766	4742.616385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31689	917795.7327	1662059.498	2058269.137	2078702	1914928.922	2028979.848	1323430.202	1589233.913	1496466.406	1432244.458	1433450.883	1321328.289	1123071.557	1019057.09	912785.6581	986074.7427	898041.4635	841223.0849	815734.8781	833593.2953	800616.3676	787146.5302	772890.539	713637.4272	807465.727	826002.4559	789836.363	842308.5031	970880.3179	1504072.053	1364280.957	1945896.996	2167773.649	2453834.888	2492342.897	2639645.866	3493351.553	3316491.811	1971782.369	846385.3887	417749.8905	190525.4088	149248.675	159033.0923	151065.0295	193820.846	157290.5711	121118.2598	86963.33626	78207.32972	82628.77638	105275.2907	102786.696	102595.8745	120992.2003	105367.4284	96969.86507	103594.8315	78608.97617	66950.81989	77864.88569	64409.78432	53946.51885	59520.30897	50600.86076
P31751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25328.18755	243595.1989	436815.2781	265230.085	50702.96838	11965.73742	2372.348099	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31930	708815.0029	1292803.566	1502657.036	1541409.27	1355789.234	1322635.853	712374.3314	846517.0916	648904.8188	575492.2473	503215.0207	407848.8689	330542.902	269145.9696	232955.8746	197849.7352	170181.6903	123681.6842	100065.037	89109.47306	87617.14465	65362.72486	46948.18428	34397.41405	42395.82761	40847.24491	42787.55977	14791.27303	0	0	10617.58765	21479.78916	15081.73021	6698.029877	6450.930473	6443.42313	9715.297582	10941.20333	6720.373841	1859.153132	0	0	0	0	4252.603462	48575.86661	287669.4894	520106.1322	453545.6553	238480.4077	39801.72788	12730.39714	12665.53924	19652.76467	24421.37934	19400.91097	18720.06014	17410.10049	17923.15655	17226.65427	18137.5295	21107.27724	18221.71815	21891.17792	17573.5747
P31937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42005.41603	450563.3485	2046719.801	3119770.692	1729725.377	613962.0174	235104.4796	132554.892	69176.61976	42362.17055	20297.74959	32525.5238	11557.22019	11631.64579	10148.73846	10537.18157	24922.58393	13325.15334	27318.50748	21485.50721	4211.742339	4061.63521	0	0	0	0	0
P31939	0	0	0	0	0	0	0	0	0	0	0	11484.17706	55523.40803	64313.47389	32853.27221	0	0	0	0	0	0	0	0	0	13266.54803	14595.16284	12210.36846	20015.43354	0	13600.63037	29952.13201	4234.662096	0	0	0	0	0	0	131531.4546	1313879.533	8326798.645	19839193.97	18323242.22	6592494.697	2091495.101	963314.7913	645234.1489	373368.7375	309725.4827	245194.205	294092.1628	235713.5499	219544.1664	161606.4743	293359.8934	128290.1825	114976.0146	127741.827	40197.53769	22444.0279	14679.64174	20364.92663	10149.11292	10506.98536	3638.535359
P31942	517990.9628	712741.7216	587025.0035	405444.3919	375442.6807	351316.6823	322032.831	226719.0285	188782.2765	160594.1825	136822.0446	122876.7772	132382.2503	109278.4299	102526.1974	109159.5227	93889.20294	86576.9032	91103.18955	85810.04841	76569.8378	54650.36902	36409.49531	23934.23243	41537.01809	50160.41412	23101.76538	52728.86735	101238.8923	110393.8531	99769.75234	118484.6409	108051.3577	116725.049	130753.2723	138639.3173	160684.4476	150586.7949	173301.9736	190904.696	168772.3804	167265.8208	172140.5849	225882.8233	264536.3389	349743.6051	362596.1959	348901.0519	361299.8831	427934.392	447887.4643	420686.3534	297489.8817	193193.5762	162959.1582	138144.2148	119641.7692	96065.52914	87229.41461	85395.96873	73447.3638	68124.10843	106142.0617	148740.8054	121192.5717
P31943	1098541.63	1774121.367	1457191.144	1048500.67	815583.2667	858027.1762	878501.5788	822308.0795	697814.3069	623627.2552	588073.872	412736.0017	384338.6279	293833.1244	246107.8482	248007.8348	249298.1064	217099.5855	227554.9088	249922.9683	320010.2243	402330.8587	413805.6107	304606.5964	273791.6271	256772.7104	213742.0647	223081.1028	249862.6702	352709.8216	331813.9495	512318.7414	569324.5405	518446.1179	474212.765	435850.1777	502435.9675	560409.6465	632955.3525	710043.1822	776993.9911	711217.0348	729993.0798	1177557.125	3149747.563	5361851.427	4655159.662	2340018.601	942403.2971	688668.0614	619302.8537	725965.4511	594597.8043	376236.6089	268294.1372	183217.7094	179635.7704	320894.5055	137742.5963	134920.2339	95065.01916	110244.5373	104250.5288	127123.2791	105011.8182
P31946	69894.59507	103457.0872	126885.258	139410.0229	119680.6418	143743.4355	181471.1981	161317.5136	127932.7978	142126.7084	164462.2732	190474.5859	209105.791	147658.0561	192248.4019	245347.4782	232873.589	243944.5411	265013.326	292095.4144	304600.4322	323042.8648	365244.4065	381522.5331	422546.1541	453941.008	378331.0956	371513.3104	409813.8849	481872.8896	568430.0216	594309.0487	608327.5656	656558.944	733855.317	707893.4875	787003.4252	882441.7122	1030699.677	1423364.585	2769327.497	6127601.505	9360384.418	6807200.589	4938996.893	3784382.246	2245671.101	1889255.397	874108.7575	1679205.438	346901.5546	267852.0896	214753.9196	251369.6477	190090.7498	152549.3418	163532.4388	435168.3894	130062.971	173626.5347	92498.07115	92492.39651	63267.13555	51026.8409	27172.64872
P31947	0	0	0	0	0	0	0	0	0	0	0	1436.308488	2179.808281	8569.35008	6022.582122	3795.965169	1070.466926	0	0	0	4190.868273	4965.345283	6664.992258	6568.041852	12666.90268	25386.59518	70209.83934	20750.11011	22373.57011	28181.59641	37567.06511	35607.7633	29437.58641	22690.55099	45397.07038	38856.12404	46165.13378	64425.47014	73889.42106	152955.6905	775005.3547	3507266.088	5852708.54	3473101.609	1367367.746	704377.0788	457627.766	302854.9644	177301.1204	135932.1874	86135.7394	53808.16509	59476.04999	49819.78863	65417.05249	36574.37342	35041.50636	57282.59489	25381.89283	20911.51421	16689.94307	13283.69591	8412.671342	7448.829704	2755.499949
P31948	56949.93352	140501.0793	106022.4475	125850.3331	126268.631	124494.0229	120471.8763	122225.8798	121590.5753	126592.8895	144849.4268	141624.0348	211145.5907	170388.9036	157511.2558	214811.8208	157458.7848	172394.8478	182879.7057	198414.7936	210467.482	228328.5407	268592.6041	310770.4928	576347.8744	1131078.133	5541190.003	14216051.21	11988623.31	7825408.786	6910954.907	5991918.786	5669229.644	5533846.111	5079550.66	5674746.159	6083032.636	6328998.321	7191626.218	5280543.518	3022190.376	1337677.435	784907.9889	518168.2754	457796.5849	441460.8218	366014.6883	213975.6576	228785.0167	210426.8735	187791.1068	136805.8925	116263.4859	113503.0279	112487.2136	86144.79648	86911.25247	115062.2831	55918.04359	54582.13858	56619.31301	69850.78652	83845.11133	68772.54737	58954.39848
P31949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4364.386274	4040.445479	5152.675967	8734.501396	11352.66536	10859.52532	9274.903588	9156.834924	9006.491901	9346.066846	57683.77881	14745.14474	12569.32064	14102.67586	14313.41231	20071.57373	6211.792519	3048.354594	2301.292802	1922.424001	0	0	0	0	0	0	0	0	0	6219.368627	9631.680637	20107.44713	53582.34141	155397.5884	1043148.404	2374205.099	2322772.746	936912.1663	318493.1512	170048.5504	123585.9945	68945.74963	42873.90663	21393.44348	26520.16475	25048.34494	12198.31954	9354.414058	5924.346395
P32004	489826.7731	1145301.513	1585517.988	1759642.02	1614815.833	1504103.44	1414791.693	1092788.974	922287.6362	819346.3079	745625.8296	642380.7627	518186.587	419562.9302	393029.5282	338609.3639	283414.0481	235449.6942	202925.3256	176175.5342	137798.7219	122335.6236	86482.60793	73962.3497	80464.51096	97199.124	132793.2402	131432.8072	91119.23796	60170.87758	47163.87223	49771.18181	33604.43669	27165.71304	30312.02439	27176.51659	17826.13429	6241.267602	6292.682335	0	0	0	0	0	0	0	0	0	0	0	0	0	4560.034681	3651.658936	4405.159052	4823.677268	7952.07765	12886.49549	17557.96688	6602.276561	6049.06049	5846.345535	7827.213822	7897.902957	8132.094812
