Uniprot ID	iBAQ WT_5_01	iBAQ WT_5_02	iBAQ WT_5_03	iBAQ WT_5_04	iBAQ WT_5_05	iBAQ WT_5_06	iBAQ WT_5_07	iBAQ WT_5_08	iBAQ WT_5_09	iBAQ WT_5_10	iBAQ WT_5_11	iBAQ WT_5_12	iBAQ WT_5_14	iBAQ WT_5_15	iBAQ WT_5_16	iBAQ WT_5_17	iBAQ WT_5_18	iBAQ WT_5_19	iBAQ WT_5_20	iBAQ WT_5_21	iBAQ WT_5_22	iBAQ WT_5_23	iBAQ WT_5_24	iBAQ WT_5_25	iBAQ WT_5_26	iBAQ WT_5_27	iBAQ WT_5_28	iBAQ WT_5_29	iBAQ WT_5_30	iBAQ WT_5_31	iBAQ WT_5_32	iBAQ WT_5_33	iBAQ WT_5_34	iBAQ WT_5_35	iBAQ WT_5_36	iBAQ WT_5_37	iBAQ WT_5_38	iBAQ WT_5_39	iBAQ WT_5_40	iBAQ WT_5_41	iBAQ WT_5_42	iBAQ WT_5_43	iBAQ WT_5_44	iBAQ WT_5_45	iBAQ WT_5_46	iBAQ WT_5_47	iBAQ WT_5_48	iBAQ WT_5_49	iBAQ WT_5_50	iBAQ WT_5_51	iBAQ WT_5_52	iBAQ WT_5_53	iBAQ WT_5_54	iBAQ WT_5_55	iBAQ WT_5_56	iBAQ WT_5_57	iBAQ WT_5_58	iBAQ WT_5_59	iBAQ WT_5_60	iBAQ WT_5_61	iBAQ WT_5_62	iBAQ WT_5_63	iBAQ WT_5_64	iBAQ WT_5_65	iBAQ WT_5_66	iBAQ WT_5_67	iBAQ WT_5_68	iBAQ WT_5_69	iBAQ WT_5_70	iBAQ WT_5_71	iBAQ WT_5_72
P55809;E9PDW2	0	460940	0	0	286600	0	0	0	0	258360	0	0	0	417150	0	261910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3648900	3351600	5977600	442610	456830	0	59893	0	0	0	0	49564	0	0	0	0	0	0	0	0	0	87525	177570	725590	2835400	3331000	1181700	239220	22856	0	0	0	0	0	0	0
P55957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385560	0	0	0	0	543030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362330	0	718950	0	480070	0	0	0	0	1764900	3374900	3037000	3956400	380650	359450	0	0	0	0	0	0	0	0
P56134	0	0	0	0	0	0	0	0	0	0	0	9144300	0	0	0	0	0	0	33487000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P56181	0	0	0	936600	1007800	1523300	653240	1131400	2300400	3801000	9234200	10684000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5VTU8;P56381	0	0	0	3539200	26777000	0	13465000	6348800	4876900	4855300	8784000	167610000	381300000	19704000	18263000	0	23048000	51198000	723430000	682690000	142070000	79169000	11999000	19956000	8199700	0	11250000	9454500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1798400	0	0	0	0
P56385	0	2430800	0	4733900	11571000	2147400	17769000	12399000	16862000	10153000	32942000	105750000	443490000	88847000	42429000	16489000	32169000	105550000	628940000	1271300000	218090000	208950000	40721000	81284000	35805000	16827000	19634000	27131000	13559000	0	8611400	3858000	3434300	0	0	0	1445500	3581400	0	0	0	0	1580200	0	0	0	0	4863200	2329300	2430800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P58557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P60174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1388800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P60602	0	14745000	1725700	10101000	9599400	9241200	5295500	25092000	5321800	10026000	12011000	14661000	30071000	14506000	14078000	10202000	16552000	3308200	5651000	5564400	2704800	5615100	6738300	10931000	9311200	5449200	9810100	10705000	10700000	8766000	12251000	3121300	6775600	10138000	5603600	45394000	4094500	6863200	7053700	6401300	6483300	6360800	2373400	1496700	17596000	16559000	20850000	6036500	13570000	10741000	12670000	0	4677100	7695600	9789900	0	9115000	13481000	13808000	3065200	8572400	1162900	12178000	1998600	0	3294000	0	0	3894900	0	0
P60900;G3V5Z7;G3V295;G3V3I1	0	0	0	0	0	0	715000	1052600	734890	2560100	6755800	7049300	380310	0	0	0	0	210460	821620	3594900	8871100	104830000	0	651990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P61604;B8ZZL8;B8ZZ54;S4R3N1	0	56956000	7331300	9648400	33774000	20660000	17187000	21496000	15260000	14627000	18739000	7682900	46300000	27133000	24585000	23513000	7511600	12725000	11145000	24227000	8348300	9188000	5761600	31811000	10980000	3775600	12672000	11957000	12262000	5526200	3364200	7440000	7425100	20405000	21916000	44400000	4959800	6276800	10760000	12290000	18293000	17149000	12929000	6464500	19066000	14450000	19647000	38848000	81638000	196410000	609400000	0	875040000	53169000	13000000	687950	2147400	753180	1448700	546940	0	0	26515000	0	784890	1198600	0	374260	0	0	361930
P62072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2986700	3594200	1557800	4618100	3832300	2746300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1128400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P62244;I3L3P7;I3L246	0	0	0	0	0	0	0	0	0	995550	1109300	1600800	0	1044300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P62263;H0YB22;E5RH77	0	1437700	0	0	5238800	968560	1529000	1772300	0	0	0	0	1528000	0	2595300	3051100	0	0	2113900	0	0	0	0	1548200	0	0	786600	0	0	0	0	553220	0	1237800	843330	6481700	0	1736600	0	0	0	0	0	0	0	0	0	1391300	0	0	0	0	0	0	0	0	0	0	1144900	0	0	0	1443000	1442300	4193000	0	0	3547200	3768200	3961700	0
P62269	0	0	0	0	2098100	1071600	0	2163600	0	391280	0	0	5271800	3993900	2258300	1883700	2317500	1321500	0	787310	2919700	4584000	5515500	4890200	1556200	3452200	3104700	5013300	569520	0	962460	1819100	3395300	4127100	3204700	12810000	1704600	2458600	0	4601700	495330	0	0	0	0	963070	0	0	1043300	0	0	0	0	0	0	0	474240	0	0	0	0	0	1237000	1031700	3733900	3154200	7037400	3716500	3081000	364740	0
P62906	0	22951000	25772000	62961000	148230000	45880000	63340000	53676000	35857000	47060000	25035000	16365000	30307000	37671000	23336000	7831800	11726000	8271200	9683400	6450600	8456500	7599700	7746900	22535000	11794000	4845700	5581300	6237600	5179600	1720100	0	819400	0	2515300	1535900	5883100	0	1358000	0	0	0	0	0	0	0	0	0	0	0	53996	140050	0	0	0	0	0	0	0	182610	0	0	0	0	110830	0	83593	0	0	0	0	0
P63218	0	0	0	0	0	0	0	0	0	964080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4543700	4207500	4730000	831660	7692000	13512000	62869000	112730000	63075000	68477000	53209000	0	28230000	7161000	10087000	2035900	2555100	0	1770200	0	0	0	0	0	0	0	0	0	0	0	0
P78417;Q5TA02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P78540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320420	1883800	10081000	2823300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P82663;E7EPW2	0	0	0	0	2408800	1430100	5596500	3289200	11466000	19159000	32253000	47569000	324260000	273780000	159770000	43020000	24408000	12593000	10399000	16604000	10672000	20203000	19219000	46363000	27141000	25735000	45892000	52387000	47408000	39277000	78560000	46018000	57262000	81449000	42935000	50788000	11413000	4515900	769640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P82664	0	0	0	0	0	0	1031100	0	2682300	11370000	12708000	28407000	116480000	123170000	93832000	41439000	13490000	13272000	10096000	11881000	5873700	10629000	7910400	17001000	2816500	1471900	283370	0	0	0	0	0	0	0	0	0	0	230070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P82673	0	0	0	0	1327400	580380	703640	1804900	6102100	19552000	30149000	46548000	172920000	182350000	89073000	50004000	29987000	14850000	13727000	24997000	21727000	25668000	17847000	16586000	7443700	3571600	2593800	1756200	425590	322710	511400	481400	185290	0	0	504320	0	0	187460	0	0	0	0	0	73546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P82675	0	0	0	0	386230	238530	1079300	1812700	6919800	13335000	24233000	18579000	159160000	86015000	66783000	25329000	16912000	9790500	5235200	9259600	7479600	7009700	7588900	6240100	3939800	1735300	1986200	3039800	4087900	1070800	2632100	683690	210400	0	72038	107600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113670	150430	591430	135570	0	0	0	0	0	0	0	0	0	0	0
P82909	0	0	0	21296000	145560000	6796000	0	0	0	0	0	0	872470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1799900	0	1068100	0	0	0	0	140630
P82912;H0YL99	0	0	0	0	0	0	898190	0	0	5593000	6693200	13478000	68152000	47367000	25484000	10545000	2617900	3411100	2545000	2884300	1106000	1726100	855910	2546800	928600	0	0	0	0	0	0	0	0	0	0	917650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315770	0
P82914	0	0	0	0	953900	0	0	1854100	3773100	8782200	13171000	13655000	48525000	41312000	22383000	9671500	1824100	2907000	2092700	1135400	0	4405100	4217600	8398100	4701400	3259100	4309700	6431300	1174900	2269400	1259600	885780	1564300	2016700	0	5262700	1075700	825800	443060	0	845600	1817200	1770500	0	1203700	348050	2144700	1136100	0	1401100	689820	0	673610	0	408630	0	538510	3232800	2694100	2928400	2507800	0	2356300	1872300	4242500	154780	0	0	0	0	0
P82932	0	0	0	0	1677500	0	5012200	6046900	17589000	28403000	48140000	67487000	279540000	216720000	127970000	55384000	10360000	15019000	11169000	11465000	15815000	12676000	14112000	53312000	33986000	17945000	31979000	39273000	27811000	21294000	35488000	46279000	41389000	42329000	4447000	33404000	3905300	0	359200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48860	0	0	0	154110	0
P82933	0	0	0	0	267990	0	1724000	1784000	6630700	13662000	23290000	35709000	168420000	148780000	106660000	49158000	19045000	15824000	16184000	19775000	6970300	13327000	6887100	24506000	9695400	2363500	3502400	2845700	565220	0	715220	0	330680	815030	588820	5145500	2016000	858540	171570	0	0	0	0	0	279880	259210	314750	0	0	0	0	0	0	0	23797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P83111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284560	216090	0	522330	2259000	887910	0	0	453150	244860	0	0	96626	0	1072300	742770	0	0	157990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P84085;C9J1Z8	0	616540	881550	0	1902200	455790	617280	1446500	1232200	905500	596800	445790	2982500	2419500	577130	1966400	750780	1378200	832680	0	1117300	1393200	1669100	3527400	2150900	1294300	1847800	2500700	1793900	1884200	2305600	1412700	1612600	2004100	1365700	4707700	2616200	1050200	1886300	0	1000500	0	655270	0	683890	697620	726770	496970	426300	0	353760	0	292750	380380	350740	376870	796980	433640	686150	400990	386890	0	0	0	727450	618360	2266800	1824600	1998500	2410200	2210000
Q00059;H7BYN3	0	724040	0	0	671410	335810	302050	1474700	313610	469310	0	432540	761850	713090	557370	405010	0	316240	0	0	0	0	0	1332200	454560	0	0	0	0	0	0	243570	0	337840	0	0	0	0	0	0	0	0	0	0	527140	0	655660	583260	0	0	0	0	0	0	0	0	0	219870	0	0	0	411350	3880800	1380400	7450600	12251000	8893700	1744200	0	0	0
Q01581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411650	555020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q02127;I3NI32	0	610340	0	0	637430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1306500	1009500	3848100	14730000	5931100	3020900	561730	0	98955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q02218;E9PCR7;E9PDF2;A0A0D9SFS3;E9PFG7	0	0	3521200	69429000	222730000	12662000	251470	0	0	0	27923	364640	575810	52685	0	35322	29323	0	0	0	0	101880	0	283140	175810	0	0	135550	0	0	99689	0	166230	581920	773650	8067400	5397700	11985000	9506300	24841000	4975800	117850	0	0	0	0	0	28319	15678	0	25821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q02252;G3V4Z4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364480	1178200	226590	1004900	2628800	3432800	768290	1022800	2349500	3017200	3982400	3416500	8076500	5493400	9623600	651750	679240	239780	163690	0	0	0	290100	0	362360	40239	141850	0	0	0	0	10301	0	0	77953	1136900	0	0	0	0	0	0	0	0	0	0	0	0
Q02978;I3L1P8	0	14051000	14031000	13995000	19572000	17915000	20387000	15394000	16963000	34962000	30571000	25643000	35911000	16497000	14673000	7384500	5770300	6516400	5396700	7380200	9065000	9118100	11431000	29039000	21795000	12999000	24535000	24506000	15430000	12604000	26604000	14387000	22199000	47494000	44538000	154860000	93408000	131260000	101450000	117620000	167400000	132920000	155520000	49821000	125680000	122630000	120570000	90997000	33900000	18360000	13863000	0	5715600	1737300	1322200	0	590980	76573	0	21460	0	0	1713900	0	0	0	0	0	0	0	0
Q04837;A0A0G2JLD8;E7EUY5;C9K0U8	0	18048000	3172700	27489000	37485000	21694000	14168000	11530000	12072000	7690600	5826000	1372600	11669000	8651100	7155300	6108400	0	2981600	708990	2060300	2400400	4124300	2487800	9265900	5403100	1534100	5966800	5261600	3596700	1869300	2898600	3170500	4543200	4746300	3509800	17341000	1764600	1837100	1052700	1099500	1633300	1101800	5569900	3042200	1103700	5059300	7824300	7231400	876170	4312200	4321700	0	1408200	4357800	6999200	6781600	40742000	456390000	600670000	99362000	5348300	4767300	7412100	6121600	5244200	2852900	0	0	0	0	0
Q07021;I3L3Q7;I3L3B0	0	5256600	0	3294600	7961300	3510300	2897300	2170700	1965400	5181400	4373100	4000900	9016800	2317500	2110000	4485500	0	966780	778820	9034500	901960	1306200	1025600	3265100	5106300	818250	1399300	1532800	536020	0	1076900	1177100	1152500	1693100	3006400	9508000	2394200	3984400	837750	1709100	966570	158890	975360	0	941980	681670	25647000	9073100	645930	1887300	586050	0	2404000	482030	0	0	0	1716800	11029000	176820000	149920000	6968500	1046300	695140	1545100	516630	5868400	8367900	1649500	1929300	973700
Q07812;K4JQN1	0	0	0	0	0	0	0	0	0	0	1200500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08257;A6NP24;C9JH92	0	2185300	0	0	445660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283130	5337800	6836100	4353800	3299100	1973600	0	7621000	6659900	2885600	44472	0	0	0	0	0	0	0	0	0	0	0	11054	0	0	0
Q08426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323800	0	291230	349070	0	22139	23175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q10713	0	0	0	0	188440	79816	138230	0	0	251300	0	0	0	0	0	0	0	0	0	0	0	76851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246360	0	0	0	182050	274990	157710	335020	624980	0	4326800	4169300	11161000	10239000	42203000	29049000	20061000	7871200	4363600	1236700	1240500	14213	62376	0	0	0	0	0	0
Q12931;I3L0K7	0	23352000	2767800	777490	5176200	3521400	2693500	3463600	2191300	3947800	2759100	1827800	4032700	2227300	1575600	1375800	122170	662910	406940	673310	316720	361500	963610	2835100	1356100	471210	710550	1190800	670990	621680	1032000	1138100	1909900	3253000	3277200	16290000	7126500	16075000	11400000	16823000	18730000	11152000	12751000	4087000	11630000	19969000	52232000	121970000	80988000	102180000	141280000	0	84293000	19365000	10871000	192980	361900	143210	135400	34693	30789	0	2474000	61337	35574	0	0	9343.6	0	0	0
Q13011;M0R248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404630	1819200	223000	1144700	3972600	3186500	2950000	5244200	6817600	30801000	26570000	39594000	85514000	26231000	14135000	8451900	91145000	198930000	58425000	3063400	225090	588930	109380	370290	0	165190	0	142320	0	0	324010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13057;K7EN91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886850	607210	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13084;A2IDC6;Q4TT37;A2IDC7	0	0	0	0	0	0	0	862990	15545000	37343000	87798000	107890000	191550000	15414000	478100	0	0	272690	0	797230	71832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1128700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13085;Q59FY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620590	614430	152820	0	0	56366	41312	0	0	0	0	0	8791.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13162;H7C3T4	0	0	272550	0	618290	0	0	0	0	0	0	0	0	936100	431260	1581900	273060	466080	304390	1452900	4221400	5766300	6880800	35573000	25753000	20177000	44068000	115930000	46873000	17391000	120480000	55700000	88554000	107060000	10181000	766430	461720	705120	0	79877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13232	0	0	0	430010	0	448150	696920	0	774970	818590	887760	0	4120700	8313400	5519100	3921500	8561000	9231800	8911700	14315000	13452000	23397000	25776000	59168000	88051000	76904000	64045000	24678000	13893000	711710	1303000	1295700	1565600	1643900	360050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13405;H0YDP7;E9PNF1	0	0	0	0	1009700	938520	1467100	1733600	7965300	52469000	72380000	81341000	190180000	36645000	6942300	4084300	1788000	991610	437290	2997600	848650	389320	0	2729400	955900	0	0	508270	0	0	0	255120	0	0	0	467210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43855
Q13423	0	43932	0	76486	105880	0	0	0	0	0	0	0	136130	0	0	0	0	0	105030	966770	1077800	1552800	6160200	31806000	28862000	27493000	71642000	102810000	108600000	104130000	206870000	118640000	72941000	20526000	38995	16298	18777	68821	7296.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13686;H0YJF3;G3V4M4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154890	201770	295420	0	320070	0	0	0	0	0	0	0	0	0	0
Q13794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2112500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246770	81572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8374.9	20736	0	0
Q13907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87982	0	0
Q14257;A8MXP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377380	292840
Q14318;U3KQ64	0	0	0	0	2072500	394230	474240	0	0	1333400	1261000	1321300	6757200	4801100	8643800	8174100	9779300	3794100	12427000	12817000	21650000	14520000	18868000	30270000	16108000	5506700	4847200	2587200	2328800	2633800	2667000	2682900	1552500	3961300	2619500	5734200	3663700	2929300	2691100	2994700	2665200	1170200	325440	0	719310	584250	722880	1569800	0	439000	2202800	0	8188600	9285200	16306000	8730100	4734000	2439800	404000	202440	13428	0	0	0	0	0	0	0	0	0	0
Q14667;Q08E86;K7EQ86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15006	0	1045900	822550	2249900	5304100	2893400	2787500	3244000	5177800	6232800	6557100	5323700	11678000	14160000	12372000	7751600	5380100	6154900	4847200	16094000	7354800	12221000	8711800	34411000	29939000	17789000	14387000	13037000	14450000	17601000	8035000	661740	0	0	39746	190530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22681	0	0	0
Q15031;E9PHM2	0	510160	0	0	131060	535900	648170	693500	332870	1801600	700640	384990	483750	0	0	146370	0	0	0	0	0	90199	168030	382730	243730	0	145740	112660	0	0	0	0	127670	500750	484180	3502200	1670500	1451700	2047600	4094500	4270300	4896200	8130300	3975000	18856000	16948000	36466000	43923000	10704000	2093000	292580	0	61452	18999	0	0	0	13968	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15046	0	0	0	0	0	0	0	0	228320	1444700	683430	474210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441730	0	3170400	992070	6707400	25927000	26380000	21706000	1778800	624650	0	0	44618	0	0	0	0	0	0	0	0	99243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130260	116740	0	0	0	2913000	9835900	10021000	992550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163290	0	220170	0	0	0	0	0	0	0	267170	195090	95892	0	0	0	0	0	0	0	0
Q15119;D6RDN9;D6RJH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1243100	270740	164690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6399300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8050200	0	0	0	0	0	0	0	0	244080	356780	0	0	0	0	0	0	779320	0	0	1695900	0	3776400	772490	417220	73133	100390	0	713300	596530	666660	284690	215260	0	0	0	0	0	0	0	0
Q15286;F5H157	0	0	0	482820	1222500	0	0	0	862870	258190	0	0	0	683150	515770	0	0	0	0	627970	0	0	0	0	0	0	626110	1303700	277210	0	0	0	486910	0	0	619500	0	973880	0	0	0	0	0	0	0	0	0	968660	0	0	0	0	0	0	0	236430	0	0	0	0	0	0	0	0	0	0	0	0	703800	0	0
Q15388	0	0	0	0	14577000	7585400	10239000	9764800	7853600	10250000	9633800	8895800	0	19919000	17020000	13044000	11418000	17579000	17825000	0	0	0	19557000	65051000	44911000	53869000	67288000	95678000	50148000	0	0	0	0	770460	5642900	0	0	0	6840700	5989200	6334900	5777500	0	0	0	4904700	6766600	8452600	0	0	0	0	0	856130	0	0	0	1878300	7356400	1543700	0	0	0	0	3220200	0	4917200	0	0	0	0
