Uniprot ID	P1_1st_1	P1_1st_2	P1_1st_3	P1_1st_4	P1_1st_5	P1_1st_6	P1_1st_7	P1_1st_8	P1_1st_9	P1_1st_10	P1_1st_11	P1_1st_12	P1_1st_13	P1_1st_14	P1_1st_15	P1_1st_16	P1_1st_17	P1_1st_18	P1_1st_19	P1_1st_20	P1_1st_21	P1_1st_22	P1_1st_23	P1_1st_24	P1_1st_25	P1_1st_26	P1_1st_27	P1_1st_28	P1_1st_29	P1_1st_30	P1_1st_31	P1_1st_32	P1_1st_33	P1_1st_34	P1_1st_35	P1_1st_36	P1_1st_37	P1_1st_38	P1_1st_39	P1_1st_40	P1_1st_41	P1_1st_42	P1_1st_43	P1_1st_44	P1_1st_45	P1_1st_46	P1_1st_47	P1_1st_48	P1_1st_49	P1_1st_50	P1_1st_51	P1_1st_52	P1_1st_53	P1_1st_54	P1_1st_55	P1_1st_56	P1_1st_57	P1_1st_58	P1_1st_59	P1_1st_60	P1_1st_61	P1_1st_62	P1_1st_63	P1_1st_64	P1_1st_65	P1_1st_66	P1_1st_67	P1_1st_68
EZR-ROS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24394128.79	42406522.38	21203261.19	0	1466968.823	0	8865960.125	6174166.736	0	0	0	0	0	0	0	0	0	0	0	0	607430639.9	0	0	3271620.266	6543240.533	0	0	0	0	0	0	0	0	233551.4909	467102.9818	0	0	0	3691761.593	0	0	0	0	0	0	0	0	0	0	0
APOE	0	0	0	0	0	0	0	370734.3445	908353.7374	1303871.188	1129479.554	2969423.324	2394566.717	1668338.671	942110.6258	1001651.499	0	0	0	0	0	0	0	0	0	0	657406.3029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534241.4293
mcdrh	0	0	0	0	0	0	0	784847.6555	1213678.424	0	907989.7818	0	0	0	0	6802331.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIPF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOSR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570559.706	1793619.037	0	0	0	673954.9122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497186.1927	0	0	0	0	0	0	0	0	0	0	0	0
SPC24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1833540.425	0	0	0	4140450.693	2070225.346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2665975.284
FAM210A	0	21860.08744	43720.17488	65580.26232	87440.34976	109300.4372	62046593.97	140156257.7	126590720	28626023.35	58237570.41	53996008.28	32524443.52	28892905.22	25261366.91	17724982.35	12804642.89	6959059.886	2441244.031	5216053.434	4856419.738	4496786.041	1370520.57	1355393.663	0	950777.3202	0	0	0	0	0	0	0	0	322692.1961	0	0	5137006.812	2310777.297	721883.3245	0	0	0	489986.6946	0	0	0	0	1666803.233	0	0	0	0	974684.6583	0	0	716344.3742	0	0	0	0	1286014.613	821470.6948	0	0	0	0	0
LONP1	0	0	0	0	0	0	1897084.81	3864185.592	2630944.551	1484711.662	8429270.189	4579017.275	6025808.169	3212147.066	398485.9644	467523.8056	162483.4595	2880618.14	3048981.759	5022872.589	17488308.8	29953745.01	83033005.82	179282277	237612314.9	407459905.6	436095573.8	531547827.6	362174801	403275120.6	573592327.8	747847057.7	736606548.4	727894154.8	693735027.1	387300230.4	277722424.9	188119211.7	69373021.61	78651616.48	41401333.69	30089722.26	18778110.82	21688812.18	20284989.66	14391193.9	21341370.99	10404059.53	3386198.061	12219868.49	1123906.483	4482614.517	7841322.551	6309524.124	3689657.474	1958229.362	987900.7986	467375.9486	2997754.998	13975351.8	883127.06	2793405.263	1204761.51	7388459.335	3517267.596	331171.2258	0	4311202.77
KLC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799906.3213	2154742.677	4816560.905	7478379.133	7836079.315	1987755.266	439783.5593	0	0	0	0	0	0	0	0	0	0	0	0
PRKCSH	0	249286.8868	498573.7737	747860.6605	997147.5473	1246434.434	4360677.994	10820481.69	42715429.76	15189143.96	26254473.42	16502773.71	19286954.97	13856378.1	8425801.237	5934820.388	43753499.57	1771129761	3545494520	388966476.3	716393963.1	1043821450	639471591.1	638430109.2	580909190.2	939588868	942737425.7	1037361351	360556870.1	192227736.6	174512990.6	128623867.4	106856247.4	81149262.26	69017527.91	82408093.94	67234099.63	56930059.66	23478894.02	55933844.75	57139106.7	38898239.94	20657373.18	31669443.41	17904094.03	15314882.68	7324926.323	9341604.692	7958391.167	8818452.537	4447572.41	2223786.205	0	1259741.563	1258137.884	586787.5292	491647.2423	1375183.752	333895.2065	0	399611.9522	0	416888.4729	0	64467.9228	257612.3728	150768.6364	0
TMEM205	0	0	0	0	0	0	0	0	0	0	0	376000.3281	0	283077.8961	566155.7922	16331100.37	13304854.47	21548336.66	102149845.6	65006088.13	43208458.89	21410829.66	1711274.067	733564.0268	787292.9826	1001367.158	0	423633.0265	307644.9038	463611.2821	0	0	0	343494.5373	552552.949	0	1679621.297	512768.0448	1651903.798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965301.4262	0	0	0	924981.9621	795356.8755	0	892578.5339	484459.1178	0	0	0	0	1914156.606
PEX12	0	10887.5064	21775.0128	32662.5192	43550.0256	54437.532	0	0	0	0	0	0	0	0	0	0	2957253.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6522768.026	0	2840446.533	0	0	0	0	971534.167	1943068.334	0	1246548.17	0	0	0	0	0	0	0	0	665140.3608	680142.1586	601084.1629	586252.9693	0	384268.946	1150896.071	360589.0802	432106.3694	194795.8988	117569.0551	0	0	0	0
SMARCE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1502693.347	2116743.43	3368989.782	3292775.19	2616773.027	1508914.714	1514032.841	1995500.698	3227490.641	0	0	0	0	2392667.323
H3F3B	0	118722.3396	237444.6792	356167.0188	474889.3584	593611.698	132911606.4	189801858.4	257477026.8	118184595.1	89241930.32	28985657.04	49115817.69	51516787.75	53917757.81	58026589.86	37155324.48	38820421.67	0	17136625.26	16196596	15256566.75	15007939.53	14007743.86	13856474.78	14717457.41	37219016.72	31739209.16	26386786.09	24539597.32	34413145.98	39656382.35	48495955.69	67367057.19	42453154.2	41307831.2	44817796.94	80055461.74	62650419.17	84149963.03	48944076.11	42507178.87	36070281.64	17317465.73	24824165.16	11304008.17	11173211.6	36475182.32	7820611.199	17375004.85	10733052.71	11001470.02	11269887.33	10183138.44	5736282.57	8342205.169	8190026.204	7668432.234	7367372.653	3298461.997	4194134.154	3247621.939	1440695.773	0	206760.9415	1878693.675	0	41925418.48
TVP23B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2452151.328	0	0	0	0	0	0	0	1145436.736	1264632.218	4415919.641	1003971.716	0	0	0	0	0	0	0	0	1058599.188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RETREG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153486.9303	513837.1646	7188317.837	689889.3464	320360.605	1808677.703	1353187.182	150256.8237	0	1165909.242	1145880.307	1026377.737	513188.8685	0	0	0	0	0	0	0	0	154624.2917	77312.14587	0	0	683861.3306	0	259523.1401	0	242144.2568	324500.6008	455979.5866	333485.7564	0	0	0	0	0	1525997.883
UBXN6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1694668.589	4664091.913	325046.5343	0	2919265.683	2329486.893	1739708.103	1088557.289	801214.287	0	571194.3035	0	0	383404.5513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849347.4244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HDHD2	0	0	0	0	0	0	490754.4136	126360.8592	0	0	128931.2962	0	263139.9495	7897815.295	15532490.64	20114123.85	0	0	471049.6261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM256	0	42221.13246	84442.26492	126663.3974	168884.5298	211105.6623	0	0	0	0	0	0	0	0	0	1187519.11	3021287.007	7083032.286	6113659.106	53747494.8	66903184.31	80058873.82	58471753.14	159834544.6	89729858.4	87021914.47	23660985.59	16492651.19	5129613.963	2093541.256	1655315.882	1040026.075	670497.3334	837757.711	527121.5465	764943.8298	441341.7445	615972.2245	496185.3146	593304.6104	478362.8604	239181.4302	0	456718.8716	0	400715.1929	0	513882.659	0	0	0	0	0	0	0	0	0	0	705698.6708	923878.7215	879373.7672	785928.1489	864644.9362	0	0	0	0	1927031.537
G6PC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1983785.875	0	0	0	315731.5439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAKD	0	0	0	0	0	0	1916897.647	16144846.06	58433196.58	34735587.95	53588719.14	53176994.29	43672382.95	31433076.95	19193770.95	18988135.99	23911546.32	16995251.23	4875868.619	5312842.895	6123383.546	6933924.197	7027301.574	9263922.903	7384319.339	10698476.92	10635580.84	7239078.28	1928623.843	1234150.93	3505234.312	7660254.605	2025413.304	1553180.822	5016560.233	5469457.57	5056663.598	724999.695	544284.3311	3365452.588	2238213.635	2495877.189	2753540.743	1509278.67	0	793468.8554	1150111.291	3606630.087	0	1374728.808	1083075.206	541537.6032	0	0	2941785.44	1342200.27	2670001.544	0	1138953.775	1350491.635	801794.3414	737624.4073	649456.1462	0	0	0	0	78368.75468
HSP90AA1	0	552976.0475	1105952.095	1658928.142	2211904.19	2764880.237	6711331.184	9709541.127	1847529.971	0	4821923.564	1116581.875	5220591.506	9657614.889	14094638.27	24540734.69	529910789.1	9540266243	22782747933	10769712933	9041991886	7314270839	6089952012	4606969605	3696104813	3363675551	4102981570	16726705171	18999893581	8041306126	3864527119	2276752742	765714687.9	592346645	647664415.2	959062918.9	1364480214	1328890491	588296910.3	335732136.3	135721969.7	94898699.95	54075430.23	47138014.34	37713291.27	33269551.77	31287119.35	33986157.73	11069654.84	27395659.83	31641578.05	30811406.54	29981235.03	32298358.81	34799837.5	20494377.91	18199068.73	17944697.83	20803762.97	16109462.74	18310859.99	12421079.11	11870823.63	1530444.967	527565.1175	1419228.075	162278.7344	60695260.69
CSF2RB	0	0	0	0	0	0	0	0	126508716.2	126849924.7	172367130.7	201961276.1	202086385.9	101043192.9	0	199845783.8	232488057.9	192805516.3	206760941.5	143773863.3	167430981.9	191088100.5	0	317483080.5	0	0	0	0	328697464.6	305006225.2	365604844.3	254916826.1	332769218.7	0	264288684.6	252858201.8	284431356.2	0	0	230338444.8	232874760.8	262190252.7	291505744.6	284010532.5	0	359531334.1	264823244.5	0	0	0	384416803	303686885.9	222956968.8	0	0	0	316277477.4	259523140.1	281326359.4	313456820.9	266540660.3	0	295986948.8	0	0	0	243588705.9	0
SMIM12	0	7528809.74	15057619.48	22586429.22	30115238.96	37644048.7	149726813.3	101896214	44003150.41	21530480.09	31255944.27	0	0	1892796.957	3785593.914	3073946.843	1549200.057	5134845.825	0	2106734.65	2624632.195	3142529.74	2169971.947	1603565.936	1724353.724	66856.38189	1666916.969	0	0	0	0	583477.8073	0	887494.5281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323226.756	0	223446.0343	446892.0685	1293225.485	4334984.998	6201349.675	7968240.718	10404582.72	5792695.699	4115087.532	2369658.5	913278.5126	2115094.256	0	0	0	0	2001301.241
PET117	0	0	0	0	0	0	136187.6623	2361064.597	0	2096157.188	3042669.403	0	0	0	0	0	0	0	0	1259627.827	629813.9136	0	0	0	0	0	0	0	0	0	0	0	0	0	3124934.758	15725955.83	28054044.26	23285883.78	4862902.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTN6	0	0	0	0	0	0	0	0	0	0	0	0	5703412.824	2851706.412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	612446.404	0	461143.2077	0	0	0	0	0	4848571.943
MIEF1	0	1730654.706	3461309.412	5191964.118	6922618.824	8653273.53	27364803.21	82315740.19	12527695.38	1825010.214	1853330.514	860357.0834	643905.8222	648176.6145	652447.4068	570284.4143	2497190.842	3213956.04	823085.7481	0	177860.5866	355721.1731	3353396.556	3409081.774	279176.7462	500768.8813	0	321429.7248	0	149358.3081	506990.2485	0	0	444856.1915	0	0	0	1413854.042	0	0	300195.1862	1135393.834	1970592.482	0	0	0	0	2345808.03	5319553.328	1770189.391	205202.7563	102601.3781	0	0	0	0	0	0	111513.7426	0	0	0	71780.01969	0	0	0	0	240870.412
MTHFR	0	0	0	0	0	0	33189345.03	15331632.61	18652728.1	5999354.278	7077800.423	3089528.695	2632764.329	1316382.165	0	0	0	0	715434.485	0	0	0	0	3484534.333	3048697.418	4906122.434	0	4037974.424	4212559.41	4784197.284	24569282.46	1265883.315	143819357.8	833424.3638	0	0	22050026.8	0	0	0	4832307.674	2416153.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2643569.263	0	1808177.264	0	0	273387.5764	0	0
CRK	0	326263.5111	652527.0221	978790.5332	1305054.044	1631317.555	7785955.795	12266989.38	4945338.657	2399036.547	239824.0394	5029423.791	1241657.516	2486840.853	3732024.189	1783018.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB5	0	0	0	0	0	0	0	888233.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2115037.388	0	0	0	137757.2212	1066196.762	1523029.37	0	0	629438.5843	915928.5648	506410.1942	1069881.813	519046.2801	12524397.03	6745918.347	3763421.052	780923.7584	0	1883993.779	4818181.645	8995733.069	580293.1952	0	401943.5432	873618.7182	776044.4777	678470.2373	670360.85	731175.5677	562084.0381	0	462189.5803	0	0	0	0	0	0	0	0	0	0
SARS2	2696001.627	4751577.757	6807153.888	8862730.019	10918306.15	12973882.28	198207.9832	0	467125729	938289.0913	472835.2836	211105.6623	2902830.81	3884629.664	4866428.519	0	0	1007656.767	5360054.77	251964713.4	278845648.9	305726584.5	113039626.8	158777298.9	65089047.27	118747509.4	78317500.62	33712724.66	74226143	64935219.13	47290489.01	27209394.14	18631618.67	9426827.187	6766220.249	5871173.641	1880399.717	3161227.962	932727.3937	5756402.495	2947244.775	3554311.46	4161378.144	4544441.487	440295.372	0	0	3746468.68	17890582.18	16509711.62	449633.1096	4485776.382	8521919.654	300513.6474	0	1652813.687	0	0	0	333281.0313	0	0	0	208103.028	0	3490562.349	914313.5115	0
AP2S1	0	144037.7312	288075.4624	432113.1936	576150.9248	720188.656	0	0	1363468.929	0	0	0	693608.5184	346804.2592	0	0	0	0	0	0	0	0	0	0	0	0	1223459.732	2779597.695	1797486.066	2427811.792	1788273.438	1132459.441	1159812.985	944590.0738	2619411.705	1222322.371	5007347.605	6906400.05	11606205.11	27108783.15	39985716.74	35216993.25	30448269.77	20001638.8	10925335.04	6041550.389	3943459.686	2412116.204	0	2959198.444	1808404.736	904202.3681	0	0	0	445595.4764	342641.5162	0	440932.2944	0	522196.7714	0	0	0	0	311864.5149	0	5797211.024
ARHGEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	4434515.501	8869031.001	11038661.74	17356136.02	9518464.4	5043174.491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS5	0	0	0	0	0	0	24510458.12	86581528.11	204841644	86022969.89	132507160.6	74223822.78	64214336.69	63363658.55	62512980.41	58565767.43	53317663.15	40735328.93	38550821.51	43147183.54	34722252.39	26297321.23	35321693.06	20609672.24	11020179.62	16690995.66	16449203.99	9716933.977	6089319.57	3663862.116	9100267.962	2821748.311	642268.0217	4074165.266	4163846.218	285693.8275	2665645.449	1220047.648	2923132.712	3269072.577	3941548.919	3447194.756	2952840.594	6565271.224	4807524.568	1706030.83	2537078.109	1732656.462	560196.0181	4993289.817	1159812.985	1293288.04	1426763.095	1865488.908	893818.2579	1693883.81	0	4359847.72	2947767.962	1131651.915	993985.6825	1406643.171	694814.1216	0	0	121470.2049	0	10372042.81
STXBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52568847.11	0	0	0	0	0	0	0	0	0	0	1563417.076	874812.9477	768441.2163	662069.4849	0	0	0	401636.4556	0	0	0	0	0	0	0	0	0	1708999.344	0	0	0	0	0	0	0	0	0	0	0
SMIM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2323288.273	3587010.602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341117.4519	0	0	0	0	0	0	0	541133.8398	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP1A3	0	0	0	0	0	0	0	533536.2652	502201.9568	634386.1067	0	0	0	1632682.389	3265364.778	4483820.12	0	0	0	0	0	0	0	25241463.09	24203052.07	9916085.97	5445004.298	0	0	0	0	2258231.197	3888434.138	37539365.95	45495948.71	11032281.14	21470404.65	84461213.37	69748805.84	13284836.91	4873935.104	3013820.229	1153705.354	0	1547266.543	0	0	0	0	0	0	0	0	0	0	0	0	856228.4613	0	0	0	0	0	417093.198	461711.8884	0	0	0
HNRNPUL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3487264.001	6809496.853	8108591.123	9015068.214	9921545.305	9143021.379	9849777.796	11154672.61	9389032.665	8973895.729	0	0	2922791.504	0	0	2678941.205	2249359.778	2206594.987	0	1904511.78	2714199.41	1234833.347	1845937.665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BABAM1	0	0	0	0	0	0	0	0	4675351.792	3861228.452	3443020.64	2121747.821	1588325.292	1641553.809	1694782.325	0	0	0	3689941.815	1190248.778	595124.3888	0	0	0	0	0	0	0	0	0	0	0	1456163.889	2081257.753	1055949.135	0	0	0	0	0	1338333.241	1747442.161	2156551.082	5701012.991	7932425.205	16018485.2	2500034.246	1278849.236	1170003.743	1023773.179	925675.7526	462837.8763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M1VRN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3816643.882	0	0	0	0	0	0	0	0	0	0	0
CSNK2B	0	0	0	0	0	0	0	648216.4222	0	4269427.483	539939.6103	0	993439.7489	1833546.111	2673652.474	644474.5029	549322.8424	937185.8507	2155754.929	5249150.653	3490448.613	1731746.573	9377090.37	29102350.33	50650686.99	54541259.37	39194386.12	24232168.52	12044430.49	9186013.643	10849473.03	6483688.286	5647124.805	15141010.82	2589283	4325522.151	2639361.026	0	0	0	0	0	0	0	0	0	0	639617.9695	0	0	0	110739.1995	221478.3989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPS	0	0	0	0	0	0	0	0	0	222695.3757	2778403.465	35497278.93	108236048.8	185705662.4	263175276	198978704.9	198572894.3	124032782.7	91804291.98	84955522.03	74982374.64	65009227.25	74469356.38	60858039.86	82205905.19	67697176.35	34881613.79	23064086.92	12767280.57	8322597.057	12395408.86	16931138.16	21403550.55	11718212.47	18848820.59	25592998.77	5964152.941	13414973.8	24764010.12	10083505.58	1807187.759	1126607.717	446027.6738	838735.8419	1107187.269	0	0	393015.2557	0	960990.8262	0	0	0	550812.786	254689.3538	1287868.512	1186620.595	0	0	359428.9715	0	0	141203.4264	0	0	0	0	0
DDX39A	0	0	0	0	0	0	0	0	0	539848.6214	1572174.759	0	6318270.434	8945006.747	11571743.06	7147065.737	8085388.949	6008908.114	2857165.747	966711.7544	1475209.007	1983706.259	582567.9182	823370.0884	696929.6139	264118.0804	369471.8733	235763.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	0	13507.75975	27015.51951	40523.27926	54031.03901	67538.79877	0	447085.42	36528638.31	74757097.45	110593617.2	72226468.18	82378829.63	79126840.22	75874850.81	19521592.64	6637527.799	3438391.579	0	2027471.929	13972775.68	25918079.43	31648675.19	22653169.59	99186154.62	281600349.8	237827287.6	40321306.61	4732504.206	977732.7871	407573.4825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040082.943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2411092.579	0	0	0	0
STXBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	311540.3669	623080.7337	22614840.51	34238902.2	21992021.37	14594508.64	11535347.49	12918151.57	14300955.64	15338263.42	13388734.88	12306364.83	6867331.683	1407826.027	1174098.245	0	0	524437.3735	0	0	0	0	1315995.462	0	1045405.794	0	620783.2635	551438.3348	275719.1674	0	714854.4307	362886.5504	1221469.35	0	0	3600203.995	0	322191.757	366685.3377	411178.9184	190655.9031	0	0	428705.6586	0	0	0	719608.6016	0	0	61273.07443	0	0	0	0
AP3B1	0	0	0	0	0	0	0	0	0	0	113565.5427	340582.892	246682.3291	295395.5208	344108.7125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1265655.843	0	1122496.155	615255.6868	4587433.75	3911044.884	0	1479707.272	5258135.809	3774527.387	2930713.226	2086899.066	2296651.268	2475398.996	6464307.647	11150464.37	39232601.47	20914485.11	9326477.784	6317474.281	5454046.322	4590618.362	2362970.815	2145177.467	2292556.766	655666.1398	1314334.914	2364449.385	2345819.404	2381498.433	573969.4655	0	0	0	0	0	0
NDUFS8	403353.8715	322683.0972	242012.3229	161341.5486	80670.77429	0	5402421.485	5810324.802	9467283.134	11484052.49	7755258.409	1863509.899	4797629.523	5364444.985	5931260.447	2978920.292	3372276.756	6549837.229	3981049.483	750010.2737	2148623.672	3547237.071	28009118.49	53933680.87	15171253.26	27827515.98	162364866.8	108284545.9	64029117.37	20542454.18	20044176.12	10707348.34	9882203.972	11164670.02	7415994.856	12604808.48	56390563.62	32472238.63	75127388.23	44290902.86	12759114.31	7010053.487	1260992.661	4292868.503	998728.4798	1201053.712	2379906.127	4582236.008	36453003.77	62716158.67	41109850.69	23240451.87	5371053.055	13187376.4	11751787.38	18367773.55	69902838.7	377453876.1	294674092.4	38123332.82	72372073.2	22931663.92	20239620.31	1520072.23	405981.1765	0	0	14208715.63
PSMD11	0	0	0	0	0	0	0	0	0	0	2238475.229	3898522.535	6298116.389	5065421.281	3832726.174	0	8998235.264	99480.45827	404650.4635	0	0	0	0	0	0	0	0	1808518.472	0	0	0	0	0	0	0	4166928.468	9937377.377	14044412.39	17986279.77	54430844.32	67665967.15	81701417.13	95736867.12	296793724.7	190079260.8	105879492.7	93970283.16	51253522.69	15649752.61	27710470.11	14320063.31	15200614.25	16081165.19	11425592.11	14216755.64	58021505.85	205854555.4	492784660.7	583076148.1	141765772	37233108.63	7434681.705	2862204.258	0	0	0	0	2199088.401
PSMD9	0	0	0	0	0	0	0	663900.6368	18031956.21	7641624.624	15436383.6	4329286.817	11066640.83	13731990.57	16397340.3	0	2331704.748	8323779.913	4043320.023	5638355.748	2819177.874	0	5289299.513	4529542.051	3187455.518	19368469.67	70624915.38	58518384.96	26303644.96	12605161.07	27747866.56	2212623.002	2369237.677	0	4365762	1328665.668	1073373.513	0	0	0	0	1618635.975	3237271.95	780605.2972	0	97358141.77	0	0	4386007.034	0	0	0	0	0	0	0	0	0	0	0	1475726.506	0	0	175062.6773	0	0	0	1259059.146
HIP1	0	0	0	0	0	0	2409159.064	0	0	927859.4866	0	0	12582629.93	6291314.967	0	5898584.052	4205507.769	13534601.48	0	0	645282.0296	1290564.059	2091039.061	0	0	0	0	0	3530142.528	3324280.102	2910508	2346262.975	2739448.835	1513828.116	1202646.018	1047657.77	1260207.882	2835817.472	5969293.814	16999516.33	11946082.84	11204375.31	10462667.77	7319967.427	7190490.198	2778903.904	1049147.714	1465979.319	755867.6852	671953.156	0	0	0	0	0	0	0	0	721121.2924	187243.8187	384917.242	0	0	0	0	0	0	3641035.272
PDHX	0	0	0	0	0	0	1905535.406	606748.223	1963313.368	800975.4411	0	4592335.778	58976241.19	172200484.5	285424727.7	364598177	334339300.7	153162213.6	81783682.49	23677363.59	14751578.26	5825792.918	5316095.749	0	1576951.677	783130.2397	10991370.25	1249164.102	2782600.329	891361.5571	1172574.18	3742874.618	210571.1024	1038672.615	0	819650.9164	0	152486.0522	0	0	3009117.239	2438844.199	1868571.158	581043.8538	0	0	226880.8659	0	0	0	1629725.249	1240696.446	851667.6418	2116368.101	1419427.114	711487.8407	1904307.055	192134.473	2172246.67	2184575.668	974593.6694	2105460.805	1006860.614	196831.7759	1316450.406	285660.844	1598629.787	272915173.3
SLC33A1	0	0	0	0	0	0	525040.1751	3457465.13	0	0	824177.6151	653414.1641	3298689.469	1649344.735	0	0	2163147.778	0	0	0	0	0	3537512.631	7781975.03	19186150.63	26541467.25	5544409.69	26207082.97	30951017.66	66941684	147424793.6	0	408073.9216	341743.0007	353719.4169	606657.2341	11019212.86	1064047.149	0	0	0	0	0	0	238390.964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLRMT	0	0	0	0	0	0	0	0	0	0	0	1251097.616	0	0	0	0	0	0	330835.7042	9154281.258	4577140.629	0	0	0	0	0	14734950.03	17124899.06	19575003.14	19102361.21	19727511.94	25036726.65	22398048.04	30271148.47	32311199.62	20875735.21	20665277.84	17325575.12	8799947.666	18435810.52	13735584.63	9790856.785	5846128.941	6872506.678	4904996.446	6864909.103	2471156.638	2432964.04	4149686.068	7043872.931	2346228.854	2445258.917	2544288.98	1545367.149	1579340.136	561140.0281	901916.2715	1153386.892	1948379.812	2444917.709	3613295.025	7067655.159	2095372.408	0	0	0	0	7368828.476
